,Date,Rain,Wind,Sup,Temp,Oil,sobimul,nongmul,Price,Avg_Price,Produced
77,2013-03-19,0,2.2,61.1,8,1785.96,2.2,3.1,373,244,607534
78,2013-03-20,0.1,4.3,51.9,2.8,1785.96,2.2,3.1,373,243,607534
79,2013-03-21,0,2.5,34.3,1.5,1785.96,2.2,3.1,385,243,607534
80,2013-03-22,0,2.3,61.6,3.4,1785.96,2.2,3.1,385,243,607534
81,2013-03-23,0,2.3,39,5.4,1785.96,2.2,3.1,,,607534
82,2013-03-24,0,3.9,47.4,5.1,1785.96,2.2,3.1,,,607534
83,2013-03-25,0,3.8,40.3,2.8,1785.96,2.2,3.1,385,243,607534
84,2013-03-26,0,2.5,39.9,4.4,1785.96,2.2,3.1,385,245,607534
85,2013-03-27,0,2.8,30.1,7.5,1785.96,2.2,3.1,354,247,607534
86,2013-03-28,0,2.7,42.1,7.3,1785.96,2.2,3.1,363,246,607534
87,2013-03-29,0,3.4,28.6,5.4,1785.96,2.2,3.1,363,246,607534
88,2013-03-30,0.2,2.3,43.1,4.9,1785.96,2.2,3.1,,,607534
89,2013-03-31,0,2.7,46.4,6.3,1785.96,2.2,3.1,,,607534
90,2013-04-01,0.5,2.2,44.5,9.2,1745.21,2.2,3.1,366,247,607534
91,2013-04-02,8.5,2.7,86.1,7.2,1745.21,2.2,3.1,366,238,607534
92,2013-04-03,0,2.6,64,7.9,1745.21,2.2,3.1,416,239,607534
93,2013-04-04,0,1.9,44.5,12.6,1745.21,2.2,3.1,406,241,607534
94,2013-04-05,0,2.6,42.1,14.6,1745.21,2.2,3.1,406,239,607534
95,2013-04-06,14,2.9,84.4,7.5,1745.21,2.2,3.1,,,607534
96,2013-04-07,1,4.4,57.3,5.1,1745.21,2.2,3.1,,,607534
97,2013-04-08,1,4,55.1,8,1745.21,2.2,3.1,406,238,607534
98,2013-04-09,0.5,5.1,50.8,6.2,1745.21,2.2,3.1,406,239,607534
99,2013-04-10,1.5,4.1,49.3,5,1745.21,2.2,3.1,406,242,607534
100,2013-04-11,0.5,4.9,54.5,5.5,1745.21,2.2,3.1,388,242,607534
101,2013-04-12,0,3.7,42.6,6.9,1745.21,2.2,3.1,388,244,607534
102,2013-04-13,0,4.5,38.6,11.4,1745.21,2.2,3.1,,,607534
103,2013-04-14,3.5,4.7,40.4,8.3,1745.21,2.2,3.1,,,607534
104,2013-04-15,0,2,31.5,7.5,1745.21,2.2,3.1,378,244,607534
105,2013-04-16,0,4.4,54.5,13.2,1745.21,2.2,3.1,428,245,607534
106,2013-04-17,0,2.9,62.3,14.8,1745.21,2.2,3.1,452,244,607534
107,2013-04-18,0,4,37.4,12.3,1745.21,2.2,3.1,429,242,607534
108,2013-04-19,0,3.2,27,9.8,1745.21,2.2,3.1,429,243,607534
109,2013-04-20,9.5,2.3,70.8,6.6,1745.21,2.2,3.1,,,607534
110,2013-04-21,0,3.3,58.8,9,1745.21,2.2,3.1,,,607534
111,2013-04-22,0,2.5,43.8,11.4,1745.21,2.2,3.1,415,243,607534
112,2013-04-23,5.5,2.7,59.3,11.2,1745.21,2.2,3.1,424,242,607534
113,2013-04-24,0.1,3.7,67,12.3,1745.21,2.2,3.1,424,247,607534
114,2013-04-25,4.5,3.3,78.9,9.3,1745.21,2.2,3.1,441,259,607534
115,2013-04-26,0.1,3.6,55,11.7,1745.21,2.2,3.1,441,261,607534
116,2013-04-27,0,2.8,51.4,12.8,1745.21,2.2,3.1,,,607534
117,2013-04-28,0,3.8,51,16,1745.21,2.2,3.1,,,607534
118,2013-04-29,21,4.5,67.6,13.5,1745.21,2.2,3.1,431,263,607534
119,2013-04-30,0,3.5,48.8,13.4,1745.21,2.2,3.1,431,265,607534
120,2013-05-01,1,3.3,52.4,13.2,1699.44,2.2,3.1,,,607534
121,2013-05-02,1,2.5,67.1,12.4,1699.44,2.2,3.1,426,265,607534
122,2013-05-03,0,3.2,64.8,12.6,1699.44,2.2,3.1,426,263,607534
123,2013-05-04,0,3.1,58.1,13.9,1699.44,2.2,3.1,,,607534
124,2013-05-05,0,3.4,51.8,14.3,1699.44,2.2,3.1,,,607534
125,2013-05-06,0,3,54,14.6,1699.44,2.2,3.1,426,265,607534
126,2013-05-07,0,2.7,41.4,18.7,1699.44,2.2,3.1,413,265,607534
127,2013-05-08,0,2.7,33.6,19.4,1699.44,2.2,3.1,406,270,607534
128,2013-05-09,2.5,2.1,55.3,18.1,1699.44,2.2,3.1,360,275,607534
129,2013-05-10,22,3.6,89.3,14,1699.44,2.2,3.1,360,290,607534
130,2013-05-11,0,3.5,55.5,17.9,1699.44,2.2,3.1,,,607534
131,2013-05-12,1,4,61.3,19.1,1699.44,2.2,3.1,,,607534
132,2013-05-13,0,3.5,45,21.6,1699.44,2.2,3.1,371,291,607534
133,2013-05-14,0,2.9,46.9,20.2,1699.44,2.2,3.1,371,295,607534
134,2013-05-15,0,3.3,57,19.4,1699.44,2.2,3.1,378,295,607534
135,2013-05-16,0,4.2,33.3,22,1699.44,2.2,3.1,378,292,607534
136,2013-05-17,0,3,36.6,20.2,1699.44,2.2,3.1,,,607534
137,2013-05-18,14.5,2.2,62.8,17.7,1699.44,2.2,3.1,,,607534
138,2013-05-19,19.5,3.1,80.9,16.6,1699.44,2.2,3.1,,,607534
139,2013-05-20,0,3.2,76,14.4,1699.44,2.2,3.1,378,291,607534
140,2013-05-21,0,2,43.3,17.7,1699.44,2.2,3.1,378,293,607534
141,2013-05-22,0,2,49.4,19.7,1699.44,2.2,3.1,372,293,607534
142,2013-05-23,0,2.1,59.3,22.1,1699.44,2.2,3.1,351,293,607534
143,2013-05-24,0,2.6,58.9,21.3,1699.44,2.2,3.1,344,303,607534
144,2013-05-25,0,2,49.6,24.7,1699.44,2.2,3.1,,,607534
145,2013-05-26,0,2.5,45.9,23.9,1699.44,2.2,3.1,,,607534
146,2013-05-27,56.5,3.5,80.4,19.7,1699.44,2.2,3.1,340,318,607534
147,2013-05-28,11.5,2.8,89.1,18.9,1699.44,2.2,3.1,344,317,607534
148,2013-05-29,2.5,3,87.8,16.1,1699.44,2.2,3.1,330,318,607534
149,2013-05-30,0,2.7,57.9,19.2,1699.44,2.2,3.1,320,324,607534
150,2013-05-31,0,2.2,46.6,21.3,1699.44,2.2,3.1,320,325,607534
151,2013-06-01,0,2.2,44.3,21.7,1701.02,2.2,3.1,,,607534
152,2013-06-02,0,2,48.6,23.5,1701.02,2.2,3.1,,,607534
153,2013-06-03,0,2.9,59,21.3,1701.02,2.2,3.1,316,339,607534
154,2013-06-04,0.2,2,54.3,22.8,1701.02,2.2,3.1,316,337,607534
155,2013-06-05,0,2,51.8,24.8,1701.02,2.2,3.1,304,339,607534
156,2013-06-06,0,2.1,55.9,25,1701.02,2.2,3.1,,,607534
157,2013-06-07,0,2.2,50.9,25.7,1701.02,2.2,3.1,290,329,607534
158,2013-06-08,0,1.9,48.5,26.4,1701.02,2.2,3.1,,,607534
159,2013-06-09,0,2.2,38.3,27.4,1701.02,2.2,3.1,,,607534
160,2013-06-10,0,2.3,35.5,27.5,1701.02,2.2,3.1,276,421,607534
161,2013-06-11,7,2.6,57.9,23.7,1701.02,2.2,3.1,276,403,607534
162,2013-06-12,6.5,2.2,85.4,20.5,1701.02,2.2,3.1,269,404,607534
163,2013-06-13,0,1.9,70.5,23,1701.02,2.2,3.1,258,413,607534
164,2013-06-14,0,2.3,62.3,24.6,1701.02,2.2,3.1,241,391,607534
165,2013-06-15,0,2.6,58.4,24.6,1701.02,2.2,3.1,,,607534
166,2013-06-16,0,2.8,69.8,22.5,1701.02,2.2,3.1,,,607534
167,2013-06-17,0.5,2.2,76.8,22.3,1701.02,2.2,3.1,241,388,607534
168,2013-06-18,12,1.9,90.1,21.7,1701.02,2.2,3.1,241,388,607534
169,2013-06-19,0.1,1.6,71.1,24.3,1701.02,2.2,3.1,226,387,607534
170,2013-06-20,0,1.8,58.5,25.8,1701.02,2.2,3.1,229,370,607534
171,2013-06-21,0,1.9,57.5,26.6,1701.02,2.2,3.1,229,366,607534
172,2013-06-22,0,2.5,63.9,25.1,1701.02,2.2,3.1,,,607534
173,2013-06-23,0.3,3.2,69.6,22.9,1701.02,2.2,3.1,,,607534
174,2013-06-24,0,2.3,66.6,23.5,1701.02,2.2,3.1,222,363,607534
175,2013-06-25,0,2.1,58.6,25.1,1701.02,2.2,3.1,214,363,607534
176,2013-06-26,0,2.6,59.8,24.5,1701.02,2.2,3.1,222,363,607534
177,2013-06-27,0,2.5,63.1,25.1,1701.02,2.2,3.1,222,369,607534
178,2013-06-28,1.5,2.3,61.1,25.5,1701.02,2.2,3.1,222,374,607534
179,2013-06-29,0,1.8,54.8,27.2,1701.02,2.2,3.1,,,607534
180,2013-06-30,0.2,2,60.4,27.7,1701.02,2.2,3.1,,,607534
181,2013-07-01,0,2.7,58.4,27.1,1729.69,2.2,3.1,228,379,607534
182,2013-07-02,51.5,4.6,82.5,24.3,1729.69,2.2,3.1,228,389,607534
183,2013-07-03,0,3.8,69.1,25.2,1729.69,2.2,3.1,222,387,607534
184,2013-07-04,32.5,3.5,84.3,24.9,1729.69,2.2,3.1,195,388,607534
185,2013-07-05,1,2.7,73.4,25.6,1729.69,2.2,3.1,195,395,607534
186,2013-07-06,0,2.7,73,25.2,1729.69,2.2,3.1,,,607534
187,2013-07-07,3,1.8,78.8,24.9,1729.69,2.2,3.1,,,607534
188,2013-07-08,68,3.5,88.6,24.3,1729.69,2.2,3.1,199,405,607534
189,2013-07-09,6.5,3.2,87.3,24.5,1729.69,2.2,3.1,199,410,607534
190,2013-07-10,1,3.9,82.8,25.3,1729.69,2.2,3.1,202,412,607534
191,2013-07-11,14,4.1,86,24.6,1729.69,2.2,3.1,191,409,607534
192,2013-07-12,74,4.9,88.4,23.6,1729.69,2.2,3.1,181,409,607534
193,2013-07-13,165,1.7,90.1,24.2,1729.69,2.2,3.1,,,607534
194,2013-07-14,23,3.7,90.9,24.1,1729.69,2.2,3.1,,,607534
195,2013-07-15,3.5,3.5,80.1,26.5,1729.69,2.2,3.1,181,401,607534
196,2013-07-16,1.5,4.5,70.4,26.9,1729.69,2.2,3.1,181,392,607534
197,2013-07-17,18.5,3.7,89.1,24.2,1729.69,2.2,3.1,181,393,607534
198,2013-07-18,26.5,1.9,85.6,25.1,1729.69,2.2,3.1,193,397,607534
199,2013-07-19,0,3.2,72,26.8,1729.69,2.2,3.1,196,413,607534
200,2013-07-20,1,4.2,72.4,27,1729.69,2.2,3.1,,,607534
201,2013-07-21,0.5,4.8,78.8,26.8,1729.69,2.2,3.1,,,607534
202,2013-07-22,84.5,3.1,81,26.4,1729.69,2.2,3.1,192,415,607534
203,2013-07-23,56.5,3.8,87.3,25.7,1729.69,2.2,3.1,192,415,607534
204,2013-07-24,11.5,4.6,79,24.7,1729.69,2.2,3.1,192,414,607534
205,2013-07-25,0,3.7,71.8,26,1729.69,2.2,3.1,187,414,607534
206,2013-07-26,0,2.9,70.9,26.5,1729.69,2.2,3.1,187,416,607534
207,2013-07-27,0.2,2.2,67.8,26.2,1729.69,2.2,3.1,,,607534
208,2013-07-28,11,2.1,85.5,25.3,1729.69,2.2,3.1,,,607534
209,2013-07-29,3.5,3.4,82.3,26.5,1729.69,2.2,3.1,183,416,607534
210,2013-07-30,9.5,2.2,73.9,26.3,1729.69,2.2,3.1,183,413,607534
211,2013-07-31,8.5,3.3,75.4,26.4,1729.69,2.2,3.1,180,409,607534
212,2013-08-01,0,1.7,67.3,28,1743.62,2.2,3.1,180,409,607534
213,2013-08-02,7.5,2,80.4,27.4,1743.62,2.2,3.1,180,410,607534
214,2013-08-03,0.1,3.7,72.3,28.9,1743.62,2.2,3.1,,,607534
215,2013-08-04,4.5,2.4,76.4,28.3,1743.62,2.2,3.1,,,607534
216,2013-08-05,7,3.2,78.9,27.7,1743.62,2.2,3.1,180,410,607534
217,2013-08-06,45,2.4,80.8,26.4,1743.62,2.2,3.1,187,409,607534
218,2013-08-07,0,2.3,73.8,28.7,1743.62,2.2,3.1,187,410,607534
219,2013-08-08,0,3.7,73.5,29.3,1743.62,2.2,3.1,187,410,607534
220,2013-08-09,0,4.1,79.9,29.2,1743.62,2.2,3.1,187,413,607534
221,2013-08-10,2,2.4,82.4,28,1743.62,2.2,3.1,,,607534
222,2013-08-11,0,2.1,71.8,28.7,1743.62,2.2,3.1,,,607534
223,2013-08-12,0,2.8,69.8,29.3,1743.62,2.2,3.1,187,413,607534
224,2013-08-13,0,2.9,65.6,29,1743.62,2.2,3.1,178,410,607534
225,2013-08-14,0,2.5,67.1,28.6,1743.62,2.2,3.1,178,408,607534
226,2013-08-15,0,3.1,71.5,28.7,1743.62,2.2,3.1,,,607534
227,2013-08-16,4.5,3.7,71.8,28.7,1743.62,2.2,3.1,185,406,607534
228,2013-08-17,0,4.8,69.6,28.7,1743.62,2.2,3.1,,,607534
229,2013-08-18,13,4.1,72.8,28.3,1743.62,2.2,3.1,,,607534
230,2013-08-19,6,2.6,68.9,28.2,1743.62,2.2,3.1,187,408,607534
231,2013-08-20,0,1.7,62,27.4,1743.62,2.2,3.1,187,408,607534
232,2013-08-21,0,2.4,54.9,28.8,1743.62,2.2,3.1,190,466,607534
233,2013-08-22,0,2.3,58.6,29.3,1743.62,2.2,3.1,190,468,607534
234,2013-08-23,35,2.4,78.9,25.7,1743.62,2.2,3.1,190,465,607534
235,2013-08-24,0,1.8,60.4,26.6,1743.62,2.2,3.1,,,607534
236,2013-08-25,0,1.6,52.3,27.1,1743.62,2.2,3.1,,,607534
237,2013-08-26,0,2.4,52.3,27,1743.62,2.2,3.1,202,463,607534
238,2013-08-27,0,2.6,61.6,25.6,1743.62,2.2,3.1,202,459,607534
239,2013-08-28,0,2.7,59.4,26.4,1743.62,2.2,3.1,202,450,607534
240,2013-08-29,21.5,4.2,79.1,25.5,1743.62,2.2,3.1,202,454,607534
241,2013-08-30,0,3.3,69.6,25.1,1743.62,2.2,3.1,202,456,607534
242,2013-08-31,2.5,2.1,65.8,24,1743.62,2.2,3.1,,,607534
243,2013-09-01,0,2,54.6,23.5,1734.29,2.2,3.1,,,607534
244,2013-09-02,0,2.1,49.9,22.4,1734.29,2.2,3.1,205,455,607534
245,2013-09-03,0,2,43.5,21.7,1734.29,2.2,3.1,205,462,607534
246,2013-09-04,0,2.2,46.5,22,1734.29,2.2,3.1,195,466,607534
247,2013-09-05,0,2.7,52.9,21.2,1734.29,2.2,3.1,199,472,607534
248,2013-09-06,0,2.3,59.6,20.8,1734.29,2.2,3.1,199,475,607534
249,2013-09-07,0,2.1,61.8,21.9,1734.29,2.2,3.1,,,607534
250,2013-09-08,0,1.7,63.4,22.9,1734.29,2.2,3.1,,,607534
251,2013-09-09,0,1.8,67,23,1734.29,2.2,3.1,199,470,607534
252,2013-09-10,11.5,1.7,76.3,22,1734.29,2.2,3.1,199,469,607534
253,2013-09-11,36.5,2.3,90.6,20.1,1734.29,2.2,3.1,199,470,607534
254,2013-09-12,0.5,1.6,80.4,23,1734.29,2.2,3.1,199,470,607534
255,2013-09-13,50,2.4,87.5,22.9,1734.29,2.2,3.1,203,471,607534
256,2013-09-14,11.5,1.9,81.1,23.1,1734.29,2.2,3.1,,,607534
257,2013-09-15,0,2,59.5,23.4,1734.29,2.2,3.1,,,607534
258,2013-09-16,0,2.1,49.3,20.9,1734.29,2.2,3.1,203,471,607534
259,2013-09-17,0,1.5,48.4,22.6,1734.29,2.2,3.1,203,466,607534
260,2013-09-18,0,1.6,54,24.4,1734.29,2.2,3.1,,,607534
261,2013-09-19,0,2.7,56,24.7,1734.29,2.2,3.1,,,607534
262,2013-09-20,0,1.9,71.5,23.4,1734.29,2.2,3.1,,,607534
263,2013-09-21,0,1.7,66.9,23.8,1734.29,2.2,3.1,,,607534
264,2013-09-22,0,4.2,54.9,23.1,1734.29,2.2,3.1,,,607534
265,2013-09-23,0,2.5,55.6,23.8,1734.29,2.2,3.1,203,455,607534
266,2013-09-24,4.5,2.9,81.8,22,1734.29,2.2,3.1,203,470,607534
267,2013-09-25,0,3.4,57.3,19.5,1734.29,2.2,3.1,203,464,607534
268,2013-09-26,0,2.6,36.9,17.3,1734.29,2.2,3.1,203,464,607534
269,2013-09-27,0,1.8,50.9,17.9,1734.29,2.2,3.1,199,462,607534
270,2013-09-28,4,2.2,70.6,17.4,1734.29,2.2,3.1,,,607534
271,2013-09-29,19,2.7,86.1,17.2,1734.29,2.2,3.1,,,607534
272,2013-09-30,1,2.5,71.8,20.7,1734.29,2.2,3.1,198,473,607534
273,2013-10-01,0,2.3,66.8,21.6,1708.68,2.2,3.1,198,471,607534
274,2013-10-02,0,3.2,58.6,19.4,1708.68,2.2,3.1,196,454,607534
275,2013-10-03,0,2.4,49.1,16.3,1708.68,2.2,3.1,,,607534
276,2013-10-04,0,1.7,54.6,17.4,1708.68,2.2,3.1,195,450,607534
277,2013-10-05,0,1.9,48,20,1708.68,2.2,3.1,,,607534
278,2013-10-06,0,4,53.5,20.8,1708.68,2.2,3.1,,,607534
279,2013-10-07,0,2.5,65.9,22.8,1708.68,2.2,3.1,195,450,607534
280,2013-10-08,3,2.3,83.4,20,1708.68,2.2,3.1,200,431,607534
281,2013-10-09,0,1.9,63.9,20.5,1708.68,2.2,3.1,,,607534
282,2013-10-10,0,2.2,71,21.1,1708.68,2.2,3.1,205,430,607534
283,2013-10-11,6.5,5,57.5,18.1,1708.68,2.2,3.1,205,429,607534
284,2013-10-12,0,2.7,53.8,16.4,1708.68,2.2,3.1,,,607534
285,2013-10-13,0,1.5,62,17.3,1708.68,2.2,3.1,,,607534
286,2013-10-14,0,2.4,63.6,18.3,1708.68,2.2,3.1,212,429,607534
287,2013-10-15,3.5,2.9,79.4,12,1708.68,2.2,3.1,212,426,607534
288,2013-10-16,0,1.8,53.1,11.2,1708.68,2.2,3.1,212,418,607534
289,2013-10-17,0,1.8,55.5,12.4,1708.68,2.2,3.1,216,417,607534
290,2013-10-18,0,1.8,54.8,13.6,1708.68,2.2,3.1,216,419,607534
291,2013-10-19,0,2.2,59.1,14.6,1708.68,2.2,3.1,,,607534
292,2013-10-20,0,2.3,60.1,16.7,1708.68,2.2,3.1,,,607534
293,2013-10-21,0,2.8,50.3,16.2,1708.68,2.2,3.1,216,405,607534
294,2013-10-22,0,3.8,46.1,15.9,1708.68,2.2,3.1,216,399,607534
295,2013-10-23,0,2.9,49.1,16.2,1708.68,2.2,3.1,219,396,607534
296,2013-10-24,0,3.2,50.8,13.1,1708.68,2.2,3.1,219,393,607534
297,2013-10-25,0,3.8,41.9,9.3,1708.68,2.2,3.1,219,388,607534
298,2013-10-26,0,1.9,50.5,10,1708.68,2.2,3.1,,,607534
299,2013-10-27,0,2,56.3,11.4,1708.68,2.2,3.1,,,607534
300,2013-10-28,0,1.4,65.5,11.6,1708.68,2.2,3.1,219,383,607534
301,2013-10-29,0.5,2.6,71.3,12.7,1708.68,2.2,3.1,218,379,607534
302,2013-10-30,0,2,58.9,10.5,1708.68,2.2,3.1,218,376,607534
303,2013-10-31,0,1.7,54.9,11.7,1708.68,2.2,3.1,224,371,607534
304,2013-11-01,0,1.5,50.8,14.8,1692.86,2.2,3.1,224,370,607534
305,2013-11-02,7.5,1.6,79.8,11.6,1692.86,2.2,3.1,,,607534
306,2013-11-03,0,1.7,80.3,11.9,1692.86,2.2,3.1,,,607534
307,2013-11-04,0,1.8,70.3,12.6,1692.86,2.2,3.1,224,372,607534
308,2013-11-05,0,1.8,64.3,12.3,1692.86,2.2,3.1,224,376,607534
309,2013-11-06,1,2.3,77.5,12.2,1692.86,2.2,3.1,224,378,607534
310,2013-11-07,0.1,4,52.9,12.2,1692.86,2.2,3.1,224,375,607534
311,2013-11-08,0,1.6,43.4,9,1692.86,2.2,3.1,224,374,607534
312,2013-11-09,5.5,2.4,62.1,11.6,1692.86,2.2,3.1,,,607534
313,2013-11-10,0,4.3,45.3,5.5,1692.86,2.2,3.1,,,607534
314,2013-11-11,0,2.8,32.9,2.6,1692.86,2.2,3.1,224,368,607534
315,2013-11-12,0,2.7,36.1,3.4,1692.86,2.2,3.1,224,366,607534
316,2013-11-13,0,1.7,43.5,4.8,1692.86,2.2,3.1,224,364,607534
317,2013-11-14,1,1.9,55.1,6.7,1692.86,2.2,3.1,241,353,607534
318,2013-11-15,2,1.8,78.3,8.2,1692.86,2.2,3.1,241,349,607534
319,2013-11-16,2,2.6,72,7,1692.86,2.2,3.1,,,607534
320,2013-11-17,1,4.2,58.1,5.2,1692.86,2.2,3.1,,,607534
321,2013-11-18,0,5.2,53.6,1.1,1692.86,2.2,3.1,241,333,607534
322,2013-11-19,0,4.4,53.9,1.1,1692.86,2.2,3.1,241,324,607534
323,2013-11-20,0,3.2,38.8,1.5,1692.86,2.2,3.1,241,318,607534
324,2013-11-21,0,2.4,48.8,2.6,1692.86,2.2,3.1,229,309,607534
325,2013-11-22,0,1.9,57.9,4.6,1692.86,2.2,3.1,229,300,607534
326,2013-11-23,0,1.7,64.6,7.1,1692.86,2.2,3.1,,,607534
327,2013-11-24,14,3.5,74.3,7.3,1692.86,2.2,3.1,,,607534
