구분,평균,평년
2019-09-06,"1,339","1,972"
2019-09-09,"1,311","1,976"
2019-09-10,"1,339","1,985"
2019-09-11,"1,339","1,991"
2019-09-16,"1,339","1,982"
2019-09-17,"1,339","1,995"
2019-09-18,"1,339","2,013"
2019-09-19,"1,284","2,033"
2019-09-20,"1,284","2,049"
2019-09-23,"1,249","2,012"
2019-09-24,"1,249","1,949"
2019-09-25,"1,249","1,976"
2019-09-26,"1,290","1,959"
2019-09-27,"1,290","1,947"
2019-09-30,"1,290","2,112"
2019-10-01,"1,290","2,134"
2019-10-02,"1,290","2,081"
2019-10-04,"1,274","2,166"
2019-10-07,"1,223","2,134"
2019-10-08,"1,223","1,994"
2019-10-10,"1,314","1,944"
2019-10-11,"1,250","1,947"
2019-10-14,"1,250","1,936"
2019-10-15,"1,250","1,905"
2019-10-16,"1,250","1,866"
2019-10-17,"1,326","1,860"
2019-10-18,"1,326","1,888"
2019-10-21,"1,284","1,892"
2019-10-22,"1,268","1,887"
2019-10-23,"1,268","1,874"
2019-10-24,"1,275","1,834"
2019-10-25,"1,275","1,832"
2019-10-28,"1,275","1,826"
2019-10-29,"1,284","1,823"
2019-10-30,"1,284","1,811"
2019-10-31,"1,323","1,770"
2019-11-01,"1,323","1,738"
2019-11-04,"1,323","1,715"
2019-11-05,"1,323","1,694"
2019-11-06,"1,323","1,686"
2019-11-07,"1,343","1,646"
2019-11-08,"1,343","1,641"
2019-11-11,"1,343","1,636"
2019-11-12,"1,343","1,627"
2019-11-13,"1,343","1,619"
2019-11-14,"1,301","1,584"
2019-11-15,"1,301","1,582"
2019-11-18,"1,301","1,578"
2019-11-19,"1,301","1,573"
2019-11-20,"1,301","1,572"
2019-11-21,"1,310","1,580"
2019-11-22,"1,310","1,593"
2019-11-25,"1,349","1,595"
2019-11-26,"1,349","1,596"
2019-11-27,"1,349","1,597"
2019-11-28,"1,310","1,595"
2019-11-29,"1,310","1,597"
2019-12-02,"1,310","1,596"
2019-12-03,"1,285","1,600"
2019-12-04,"1,285","1,599"
2019-12-05,"1,301","1,586"
2019-12-09,"1,244","1,588"
2019-12-10,"1,278","1,592"
2019-12-11,"1,319","1,597"
2019-12-12,"1,395","1,607"
2019-12-13,"1,395","1,604"
2019-12-16,"1,398","1,607"
2019-12-17,"1,419","1,610"
2019-12-18,"1,419","1,606"
2019-12-19,"1,441","1,611"
2019-12-20,"1,441","1,606"
2019-12-23,"1,463","1,608"
2019-12-24,"1,463","1,608"
2019-12-26,"1,470","1,610"
2019-12-27,"1,460","1,613"
2019-12-30,"1,443","1,594"
2019-12-31,"1,443","1,581"
2020-01-02,"1,464","1,577"
2020-01-03,"1,464","1,569"
2020-01-06,"1,464","1,560"
2020-01-07,"1,464","1,553"
2020-01-08,"1,470","1,551"
2020-01-09,"1,530","1,555"
2020-01-10,"1,638","1,558"
2020-01-13,"1,661","1,554"
2020-01-14,"1,695","1,561"
2020-01-15,"1,695","1,564"
2020-01-16,"1,748","1,568"
2020-01-17,"1,743","1,578"
2020-01-20,"1,756","1,584"
2020-01-21,"1,768","1,570"
2020-01-22,"1,768","1,580"
2020-01-23,"1,740","1,584"
2020-01-28,"1,703","1,581"
2020-01-29,"1,703","1,584"
2020-01-30,"1,793","1,586"
2020-01-31,"1,760","1,591"
2020-02-03,"1,779","1,587"
2020-02-04,"1,779","1,586"
2020-02-05,"1,779","1,583"
2020-02-06,"1,808","1,577"
2020-02-07,"1,808","1,574"
2020-02-10,"1,808","1,568"
2020-02-11,"1,808","1,576"
2020-02-12,"1,808","1,601"
2020-02-13,"1,773","1,614"
2020-02-14,"1,773","1,634"
2020-02-17,"1,785","1,638"
2020-02-18,"1,785","1,638"
2020-02-19,"1,785","1,660"
2020-02-20,"1,835","1,665"
2020-02-21,"1,835","1,666"
2020-02-24,"1,863","1,670"
2020-02-25,"1,903","1,666"
2020-02-26,"2,005","1,642"
2020-02-27,"2,103","1,635"
2020-02-28,"2,120","1,625"
2020-03-02,"2,575","1,618"
2020-03-03,"2,575","1,613"
2020-03-04,"2,613","1,634"
2020-03-05,"2,663","1,643"
2020-03-06,"2,625","1,643"
2020-03-09,"2,598","1,645"
2020-03-10,"2,559","1,649"
2020-03-11,"2,546","1,651"
2020-03-12,"2,394","1,650"
2020-03-13,"2,424","1,657"
2020-03-16,"2,380","1,666"
2020-03-17,"2,421","1,676"
2020-03-18,"2,434","1,702"
2020-03-19,"2,443","1,702"
2020-03-20,"2,443","1,752"
2020-03-23,"2,428","1,763"
2020-03-24,"2,428","1,766"
2020-03-25,"2,428","1,754"
2020-03-26,"2,380","1,712"
2020-03-27,"2,380","1,707"
2020-03-30,"2,380","1,712"
2020-03-31,"2,374","1,716"
2020-04-01,"2,410","1,717"
2020-04-02,"2,410","1,722"
2020-04-03,"2,410","1,720"
2020-04-06,"2,361","1,718"
2020-04-07,"2,383","1,717"
2020-04-08,"2,403","1,722"
2020-04-09,"2,318","1,722"
2020-04-10,"2,318","1,749"
2020-04-13,"2,390","1,752"
2020-04-14,"2,405","1,752"
2020-04-16,"2,359","1,747"
2020-04-17,"2,339","1,745"
2020-04-20,"2,339","1,733"
2020-04-21,"2,339","1,734"
2020-04-22,"2,339","1,729"
2020-04-23,"2,379","1,731"
2020-04-24,"2,379","1,729"
2020-04-27,"2,338","1,753"
2020-04-28,"2,338","1,760"
2020-04-29,"2,338","1,765"
2020-05-04,"2,323","1,767"
2020-05-06,"2,235","1,756"
2020-05-07,"2,275","1,708"
2020-05-08,"2,220","1,704"
2020-05-11,"2,244","1,704"
2020-05-12,"2,203","1,711"
2020-05-13,"2,203","1,728"
2020-05-14,"2,248","1,755"
2020-05-15,"2,174","1,756"
2020-05-18,"2,248","1,751"
2020-05-19,"2,268","1,749"
2020-05-20,"2,268","1,743"
2020-05-21,"2,153","1,741"
2020-05-22,"2,133","1,739"
2020-05-25,"2,108","1,740"
2020-05-26,"2,120","1,737"
2020-05-27,"2,120","1,740"
2020-05-28,"2,126","1,746"
2020-05-29,"2,101","1,753"
2020-06-01,"2,170","1,761"
2020-06-02,"2,170","1,770"
2020-06-03,"2,170","1,783"
2020-06-04,"2,149","1,782"
2020-06-05,"2,149","1,788"
2020-06-08,"2,149","1,788"
2020-06-09,"2,149","1,789"
2020-06-10,"2,149","1,793"
2020-06-11,"2,061","1,797"
2020-06-12,"2,061","1,808"
2020-06-15,"2,061","1,811"
2020-06-16,"2,061","1,809"
2020-06-17,"2,061","1,807"
2020-06-18,"2,030","1,802"
2020-06-19,"2,030","1,797"
2020-06-22,"2,030","1,803"
2020-06-23,"2,030","1,807"
2020-06-24,"2,030","1,803"
2020-06-25,"1,985","1,804"
2020-06-26,"1,985","1,822"
2020-06-29,"1,985","1,869"
2020-06-30,"1,985","1,864"
2020-07-01,"1,985","1,854"
2020-07-02,"1,968","1,848"
2020-07-03,"1,968","1,854"
2020-07-06,"1,984","1,892"
2020-07-07,"1,984","1,903"
2020-07-08,"1,984","1,895"
2020-07-09,"1,996","1,894"
2020-07-10,"1,939","1,907"
2020-07-13,"1,996","1,907"
2020-07-14,"1,996","1,911"
2020-07-15,"1,996","1,928"
2020-07-16,"1,979","1,966"
2020-07-17,"1,964","1,978"
2020-07-20,"1,979","1,989"
2020-07-21,"1,979","2,000"
2020-07-22,"1,979","2,006"
2020-07-23,"1,926","2,002"
2020-07-24,"1,926","2,001"
2020-07-27,"1,926","1,990"
2020-07-28,"1,926","1,981"
2020-07-29,"1,926","1,975"
2020-07-30,"1,931","1,984"
2020-07-31,"1,944","1,990"
2020-08-03,"1,958","1,981"
2020-08-04,"1,966","1,976"
2020-08-05,"1,979","1,981"
2020-08-06,"1,964","1,976"
2020-08-07,"1,964","1,975"
2020-08-10,"1,964","1,972"
2020-08-11,"1,979","1,962"
2020-08-12,"1,979","1,951"
2020-08-13,"2,011","1,944"
2020-08-14,"2,011","1,932"
2020-08-18,"2,011","1,922"
2020-08-19,"2,011","1,926"
2020-08-20,"2,059","1,922"
2020-08-21,"2,059","1,937"
2020-08-24,"2,059","1,951"
2020-08-25,"2,059","1,961"
2020-08-26,"2,059","1,962"
2020-08-27,"1,996","1,967"
2020-08-28,"1,996","1,959"
2020-08-31,"1,996","1,961"
2020-09-01,"1,860","1,965"
2020-09-02,"1,880","1,965"
2020-09-03,"2,036","1,952"
2020-09-04,"2,041","1,952"
2020-09-07,"2,096","1,953"
2020-09-08,"2,053","1,958"
2020-09-09,"2,083","1,949"
2020-09-10,"2,175","1,948"
2020-09-11,"2,175","1,950"
2020-09-14,"2,134","1,954"
2020-09-15,"2,156","1,935"
2020-09-16,"2,130","1,959"
2020-09-17,"2,153","2,017"
2020-09-18,"2,161","1,989"
2020-09-21,"2,174","1,971"
2020-09-22,"2,174","1,934"
2020-09-23,"2,174","1,933"
2020-09-24,"2,218","1,962"
2020-09-25,"2,218","2,009"
2020-09-28,"2,259","2,025"
2020-09-29,"2,176","2,173"
2020-10-05,"2,164","2,133"
2020-10-06,"2,164","2,181"
2020-10-07,"2,164","2,150"
2020-10-08,"2,226","2,158"
2020-10-12,"2,226","2,133"
2020-10-13,"2,276","2,142"
2020-10-14,"2,276","2,027"
2020-10-15,"2,298","1,881"
2020-10-16,"2,298","1,948"
2020-10-19,"2,298","2,047"
2020-10-20,"2,298","2,022"
2020-10-21,"2,298","2,000"
2020-10-22,"2,298","1,990"
2020-10-23,"2,290","1,937"
2020-10-26,"2,311","1,917"
2020-10-27,"2,311","1,924"
2020-10-28,"2,311","1,921"
2020-10-29,"2,316","1,915"
2020-10-30,"2,316","1,887"
2020-11-02,"2,316","1,870"
2020-11-03,"2,316","1,837"
2020-11-04,"2,304","1,823"
2020-11-05,"2,178","1,810"
2020-11-06,"2,193","1,802"
2020-11-09,"2,193","1,798"
2020-11-10,"2,193","1,793"
2020-11-11,"2,193","1,788"
2020-11-12,"2,311","1,750"
2020-11-13,"2,311","1,743"
2020-11-16,"2,311","1,746"
2020-11-17,"2,311","1,748"
2020-11-18,"2,311","1,741"
2020-11-19,"2,311","1,736"
2020-11-20,"2,311","1,737"
2020-11-23,"2,311","1,738"
2020-11-24,"2,311","1,727"
2020-11-25,"2,311","1,716"
2020-11-26,"2,311","1,697"
2020-11-27,"2,311","1,697"
2020-11-30,"2,311","1,701"
2020-12-01,"2,311","1,706"
2020-12-02,"2,311","1,708"
2020-12-03,"2,311","1,696"
2020-12-07,"2,311","1,688"
2020-12-08,"2,311","1,679"
2020-12-09,"2,311","1,674"
2020-12-10,"2,364","1,670"
2020-12-11,"2,364","1,659"
2020-12-14,"2,364","1,656"
2020-12-15,"2,364","1,652"
2020-12-16,"2,364","1,647"
2020-12-17,"2,321","1,635"
2020-12-18,"2,321","1,636"
2020-12-21,"2,321","1,626"
2020-12-22,"2,321","1,620"
2020-12-23,"2,321","1,614"
2020-12-24,"2,221","1,610"
2020-12-28,"2,221","1,589"
2020-12-29,"2,221","1,591"
2020-12-30,"2,221","1,583"
2020-12-31,"2,290","1,579"
2021-01-04,"2,331","1,575"
2021-01-05,"2,300","1,567"
2021-01-06,"2,300","1,565"
2021-01-07,"2,360","1,571"
2021-01-08,"2,360","1,575"
2021-01-11,"2,397","1,577"
2021-01-12,"2,420","1,579"
2021-01-13,"2,469","1,577"
2021-01-14,"2,671","1,579"
2021-01-15,"2,671","1,582"
2021-01-18,"2,607","1,585"
2021-01-19,"2,797","1,570"
2021-01-20,"2,797","1,575"
2021-01-21,"3,091","1,582"
2021-01-22,"3,091","1,582"
2021-01-25,"3,124","1,581"
2021-01-26,"3,124","1,582"
2021-01-27,"3,124","1,590"
2021-01-28,"3,131","1,599"
2021-01-29,"3,176","1,595"
2021-02-01,"3,176","1,599"
2021-02-02,"3,176","1,581"
2021-02-03,"3,176","1,585"
2021-02-04,"3,171","1,585"
2021-02-05,"3,171","1,581"
2021-02-08,"3,171","1,603"
2021-02-09,"3,171","1,612"
2021-02-10,"3,171","1,623"
2021-02-15,"3,200","1,636"
2021-02-16,"3,200","1,635"
2021-02-17,"3,200","1,634"
2021-02-18,"3,221","1,639"
2021-02-19,"3,243","1,650"
2021-02-22,"3,290","1,653"
2021-02-23,"3,317","1,653"
2021-02-24,"3,317","1,648"
2021-02-25,"3,389","1,644"
2021-02-26,"3,386","1,643"
2021-03-02,"3,386","1,639"
2021-03-03,"3,386","1,637"
2021-03-04,"3,443","1,644"
2021-03-05,"3,443","1,648"
2021-03-08,"3,443","1,651"
2021-03-09,"3,443","1,648"
2021-03-10,"3,443","1,648"
2021-03-11,"3,506","1,667"
2021-03-12,"3,506","1,677"
2021-03-15,"3,506","1,697"
2021-03-16,"3,506","1,700"
2021-03-17,"3,506","1,699"
2021-03-18,"3,549","1,700"
2021-03-19,"3,549","1,710"
2021-03-22,"3,549","1,734"
2021-03-23,"3,549","1,736"
2021-03-24,"3,549","1,736"
2021-03-25,"3,523","1,728"
2021-03-26,"3,523","1,693"
2021-03-29,"3,444","1,690"
2021-03-30,"3,451","1,697"
2021-03-31,"3,403","1,703"
2021-04-01,"3,346","1,729"
2021-04-02,"3,346","1,727"
2021-04-05,"3,368","1,719"
2021-04-06,"3,368","1,718"
2021-04-07,"3,228","1,718"
2021-04-08,"3,078","1,725"
2021-04-09,"3,078","1,739"
2021-04-12,"3,117","1,751"
2021-04-13,"3,013","1,754"
2021-04-14,"2,909","1,754"
2021-04-15,"2,673","1,738"
2021-04-16,"2,640","1,741"
2021-04-19,"2,640","1,734"
2021-04-20,"2,559","1,736"
2021-04-21,"2,559","1,730"
2021-04-22,"2,441","1,742"
2021-04-23,"2,441","1,746"
2021-04-26,"2,441","1,755"
2021-04-27,"2,441","1,761"
2021-04-28,"2,417","1,766"
2021-04-29,"2,187","1,741"
2021-04-30,"2,163","1,723"
2021-05-03,"2,163","1,709"
2021-05-04,"2,163","1,706"
2021-05-06,"2,126","1,705"
2021-05-07,"2,126","1,736"
2021-05-10,"2,076","1,745"
2021-05-11,"2,076","1,756"
2021-05-12,"2,013","1,757"
2021-05-13,"2,013","1,752"
2021-05-14,"2,076","1,742"
2021-05-17,"2,044","1,740"
2021-05-18,"2,030","1,743"
2021-05-20,"1,914","1,741"
2021-05-21,"2,000","1,735"
2021-05-24,"2,000","1,736"
2021-05-25,"2,000","1,743"
2021-05-26,"1,950","1,751"
2021-05-27,"1,851","1,760"
2021-05-28,"1,853","1,781"
2021-05-31,"1,933","1,787"
2021-06-01,"1,933","1,783"
2021-06-02,"1,933","1,782"
2021-06-03,"1,877","1,788"
2021-06-04,"1,877","1,804"
2021-06-07,"1,877","1,809"
2021-06-08,"1,877","1,810"
2021-06-09,"1,877","1,810"
2021-06-10,"1,843","1,822"
2021-06-11,"1,843","1,822"
2021-06-14,"1,843","1,820"
2021-06-15,"1,843","1,818"
2021-06-16,"1,843","1,801"
2021-06-17,"1,850","1,805"
2021-06-18,"1,850","1,810"
2021-06-21,"1,850","1,816"
2021-06-22,"1,829","1,815"
2021-06-23,"1,829","1,867"
2021-06-24,"1,877","1,883"
2021-06-25,"1,877","1,893"
2021-06-28,"1,867","1,899"
2021-06-29,"1,829","1,895"
2021-06-30,"1,867","1,925"
2021-07-01,"1,889","1,937"
2021-07-02,"1,889","1,952"
2021-07-05,"1,889","1,967"
2021-07-06,"1,889","1,965"
2021-07-07,"1,889","1,968"
2021-07-08,"1,946","1,984"
2021-07-09,"1,946","1,985"
2021-07-12,"1,946","1,981"
2021-07-13,"1,946","1,982"
2021-07-14,"1,946","2,022"
2021-07-15,"1,960","2,030"
2021-07-16,"1,921","2,036"
2021-07-19,"1,874","2,050"
2021-07-20,"1,864","2,063"
2021-07-21,"1,864","2,088"
2021-07-22,"1,807","2,088"
2021-07-23,"1,807","2,087"
2021-07-26,"1,854","2,056"
2021-07-27,"1,854","2,059"
2021-07-28,"1,854","2,068"
2021-07-29,"1,821","2,078"
2021-07-30,"1,821","2,082"
2021-08-02,"1,821","2,106"
2021-08-03,"1,821","2,106"
2021-08-04,"1,821","2,116"
2021-08-05,"1,860","2,136"
2021-08-06,"1,850","2,151"
2021-08-09,"1,731","2,218"
2021-08-10,"1,741","2,232"
2021-08-11,"1,741","2,240"
2021-08-12,"1,766","2,244"
2021-08-13,"1,846","2,262"
2021-08-17,"1,846","2,277"
2021-08-18,"1,846","2,288"
2021-08-19,"1,934","2,287"
2021-08-20,"1,934","2,278"
2021-08-23,"1,934","2,258"
2021-08-24,"1,934","2,251"
2021-08-25,"1,934","2,255"
2021-08-26,"2,006","2,261"
2021-08-27,"1,996","2,264"
2021-08-30,"1,996","2,225"
2021-08-31,"1,996","2,236"
2021-09-01,"2,029","2,235"
2021-09-02,"2,029","2,234"
2021-09-03,"2,029","2,226"
2021-09-06,"2,029","2,230"
2021-09-07,"2,003","2,234"
2021-09-08,"2,003","2,240"
2021-09-09,"2,003","2,225"
2021-09-10,"2,003","2,234"
2021-09-13,"2,003","2,301"
2021-09-14,"2,003","2,268"
2021-09-15,"2,003","2,255"
2021-09-16,"2,061","2,222"
2021-09-17,"2,061","2,214"
2021-09-23,"2,061","2,165"
2021-09-24,"2,061","2,150"
2021-09-27,"2,074","2,154"
2021-09-28,"2,074","2,262"
2021-09-29,"2,074","2,279"
2021-09-30,"2,083","2,358"
2021-10-01,"2,083","2,277"
2021-10-05,"2,083","2,249"
2021-10-06,"2,083","2,257"
2021-10-07,"2,069","2,235"
2021-10-08,"1,964","2,173"
2021-10-12,"2,079","2,111"
2021-10-13,"2,079","2,110"
2021-10-14,"2,104","2,088"
2021-10-15,"2,026","2,079"
2021-10-18,"2,104","2,111"
2021-10-19,"2,104","2,103"
2021-10-20,"2,104","2,082"
2021-10-21,"2,104","2,057"
2021-10-22,"2,104","1,998"
2021-10-25,"2,104","1,985"
2021-10-26,"2,104","1,966"
2021-10-27,"2,104","1,977"
2021-10-28,"2,043","1,975"
2021-10-29,"2,043","1,974"
2021-11-01,"2,021","1,963"
2021-11-02,"1,939","1,964"
2021-11-03,"1,939","1,953"
2021-11-04,"1,977","1,951"
2021-11-05,"1,977","1,930"
2021-11-08,"1,977","1,928"
2021-11-09,"1,977","1,924"
2021-11-10,"1,977","1,916"
2021-11-11,"1,979","1,906"
2021-11-12,"1,979","1,866"
2021-11-15,"1,979","1,861"
2021-11-16,"1,979","1,866"
2021-11-17,"1,979","1,866"
2021-11-18,"2,023","1,846"
2021-11-19,"2,023","1,841"
2021-11-22,"2,023","1,836"
2021-11-23,"2,023","1,825"
2021-11-24,"2,023","1,796"
2021-11-25,"2,031","1,796"
2021-11-26,"2,031","1,799"
2021-11-29,"2,031","1,802"
2021-11-30,"2,031","1,802"
2021-12-01,"2,031","1,787"
2021-12-02,"2,041","1,778"
2021-12-06,"2,041","1,775"
2021-12-07,"2,041","1,772"
2021-12-08,"2,041","1,770"
2021-12-09,"2,030","1,769"
2021-12-10,"2,030","1,766"
2021-12-13,"2,030","1,765"
2021-12-14,"2,030","1,759"
2021-12-15,"2,030","1,755"
2021-12-16,"2,124","1,757"
2021-12-17,"2,046","1,749"
2021-12-20,"2,093","1,742"
2021-12-21,"2,093","1,741"
2021-12-22,"2,093","1,743"
2021-12-23,"2,093","1,728"
2021-12-24,"2,093","1,730"
2021-12-27,"2,079","1,733"
2021-12-28,"2,079","1,732"
2021-12-29,"2,079","1,729"
2021-12-30,"2,053","1,719"
2021-12-31,"2,053","1,712"
2022-01-03,"2,053","1,702"
2022-01-04,"2,053","1,699"
2022-01-05,"2,053","1,699"
2022-01-06,"2,079","1,698"
2022-01-07,"2,079","1,704"
2022-01-10,"2,063","1,704"
2022-01-11,"2,047","1,706"
2022-01-12,"2,047","1,707"
2022-01-13,"2,007","1,694"
2022-01-14,"2,007","1,687"
2022-01-17,"2,050","1,696"
2022-01-18,"2,050","1,704"
2022-01-19,"2,050","1,701"
2022-01-20,"2,050","1,694"
2022-01-21,"2,050","1,692"
2022-01-24,"2,030","1,691"
2022-01-25,"2,007","1,697"
2022-01-26,"2,007","1,691"
2022-01-27,"1,967","1,678"
2022-01-28,"1,920","1,690"
2022-02-03,"1,839","1,704"
2022-02-04,"1,901","1,711"
2022-02-07,"1,933","1,730"
2022-02-08,"1,933","1,738"
2022-02-09,"1,933","1,750"
2022-02-10,"2,033","1,760"
2022-02-11,"2,033","1,777"
2022-02-14,"1,944","1,776"
2022-02-15,"2,033","1,775"
2022-02-16,"2,033","1,774"
2022-02-17,"1,993","1,778"
2022-02-18,"1,993","1,777"
2022-02-21,"1,993","1,788"
2022-02-22,"1,851","1,789"
2022-02-23,"1,914","1,784"
2022-02-24,"1,966","1,785"
2022-02-25,"1,926","1,793"
2022-02-28,"1,926","1,797"
2022-03-02,"1,870","1,801"
2022-03-03,"1,950","1,800"
2022-03-04,"1,950","1,813"
2022-03-07,"1,950","1,816"
2022-03-08,"1,950","1,814"
2022-03-10,"1,871","1,810"
2022-03-11,"1,871","1,817"
2022-03-14,"1,871","1,838"
2022-03-15,"1,871","1,848"
2022-03-16,"1,911","1,849"
2022-03-17,"1,807","1,849"
2022-03-18,"1,744","1,848"
2022-03-21,"1,751","1,881"
2022-03-22,"1,751","1,888"
2022-03-23,"1,714","1,887"
2022-03-24,"1,849","1,890"
2022-03-25,"1,849","1,860"
2022-03-28,"1,863","1,849"
2022-03-29,"1,863","1,842"
2022-03-30,"1,849","1,854"
2022-03-31,"1,917","1,861"
2022-04-01,"1,917","1,716"
2022-04-04,"1,840","1,725"
2022-04-05,"1,847","1,730"
2022-04-06,"1,847","1,727"
2022-04-07,"1,846","1,729"
2022-04-08,"1,823","1,747"
2022-04-11,"1,963","1,751"
2022-04-12,"1,963","1,758"
2022-04-13,"1,926","1,759"
2022-04-14,"1,743","1,754"
2022-04-15,"1,743","1,756"
2022-04-18,"1,870","1,749"
2022-04-19,"1,911","1,746"
2022-04-20,"1,808","1,738"
2022-04-21,"1,903","1,731"
2022-04-22,"1,903","1,697"
2022-04-25,"1,923","1,699"
2022-04-26,"1,917","1,702"
2022-04-27,"1,917","1,712"
2022-04-28,"1,957","1,725"
2022-04-29,"1,957","1,740"
2022-05-02,"1,943","1,724"
2022-05-03,"1,934","1,705"
2022-05-04,"1,934","1,691"
2022-05-06,"1,963","1,688"
2022-05-09,"1,943","1,712"
2022-05-10,"1,943","1,723"
2022-05-11,"1,957","1,736"
2022-05-12,"1,884","1,746"
2022-05-13,"1,884","1,746"
2022-05-16,"1,921","1,737"
2022-05-17,"1,921","1,733"
2022-05-18,"1,921","1,729"
2022-05-19,"1,881","1,731"
2022-05-20,"1,881","1,718"
2022-05-23,"1,827","1,720"
2022-05-24,"1,827","1,724"
2022-05-25,"1,827","1,733"
2022-05-26,"1,817","1,743"
2022-05-27,"1,827","1,772"
2022-05-30,"1,817","1,779"
2022-05-31,"1,817","1,782"
2022-06-02,"1,871","1,776"
2022-06-03,"1,871","1,772"
2022-06-07,"1,900","1,782"
2022-06-08,"1,941","1,786"
2022-06-09,"2,174","1,781"
2022-06-10,"2,164","1,778"
2022-06-13,"2,173","1,772"
2022-06-14,"2,140","1,777"
2022-06-15,"2,044","1,778"
2022-06-16,"2,243","1,777"
2022-06-17,"2,216","1,777"
2022-06-20,"2,214","1,781"
2022-06-21,"2,214","1,785"
2022-06-22,"2,273","1,784"
2022-06-23,"2,373","1,788"
2022-06-24,"2,487","1,797"
2022-06-27,"2,487","1,803"
2022-06-28,"2,487","1,827"
2022-06-29,"2,517","1,849"
2022-06-30,"2,529","1,866"
2022-07-01,"2,371","1,878"
2022-07-04,"2,436","1,885"
2022-07-05,"2,543","1,915"
2022-07-06,"2,543","1,939"
2022-07-07,"2,611","1,961"
2022-07-08,"2,586","1,978"
2022-07-11,"2,611","1,985"
2022-07-12,"2,456","1,979"
2022-07-13,"2,456","1,982"
2022-07-14,"2,423","1,989"
2022-07-15,"2,423","1,989"
2022-07-18,"2,423","1,993"
2022-07-19,"2,423","2,054"
2022-07-20,"2,537","2,059"
2022-07-21,"2,434","2,070"
2022-07-22,"2,434","2,072"
2022-07-25,"2,296","2,072"
2022-07-26,"2,534","2,070"
2022-07-27,"2,534","2,067"
2022-07-28,"2,467","2,035"
2022-07-29,"2,486","2,038"
2022-08-01,"2,557","2,041"
2022-08-02,"2,557","2,051"
2022-08-03,"2,557","2,060"
2022-08-04,"2,467","2,085"
2022-08-05,"2,467","2,088"
2022-08-08,"2,467","2,089"
2022-08-09,"2,467","2,097"
2022-08-10,"2,467","2,117"
2022-08-11,"2,423","2,193"
2022-08-12,"2,423","2,220"
2022-08-16,"2,426","2,244"
2022-08-17,"2,426","2,263"
2022-08-18,"2,466","2,269"
2022-08-19,"2,466","2,274"
2022-08-22,"2,466","2,281"
2022-08-23,"2,496","2,276"
2022-08-24,"2,496","2,256"
2022-08-25,"2,466","2,273"
2022-08-26,"2,513","2,264"
2022-08-29,"2,513","2,258"
2022-08-30,"2,513","2,258"
2022-08-31,"2,513","2,229"
2022-09-01,"2,541","2,207"
2022-09-02,"2,541","2,218"
2022-09-05,"2,541","2,224"
2022-09-06,"2,541","2,232"
2022-09-07,"2,541","2,247"
2022-09-08,"2,541","2,256"
2022-09-13,"2,496","2,262"
2022-09-14,"2,496","2,272"
2022-09-15,"2,570","2,221"
2022-09-16,"2,570","2,319"
2022-09-19,"2,570","2,319"
2022-09-20,"2,570","2,324"
2022-09-21,"2,659","2,319"
2022-09-22,"2,630","2,314"
2022-09-23,"2,601","2,274"
2022-09-26,"2,601","2,265"
2022-09-27,"2,601","2,217"
2022-09-28,"2,601","2,292"
2022-09-29,"2,480","2,287"
2022-09-30,"2,480","2,413"
2022-10-04,"2,480","2,253"
2022-10-05,"2,480","2,226"
2022-10-06,"2,489","2,212"
2022-10-07,"2,497","2,198"
2022-10-11,"2,536","2,190"
2022-10-12,"2,536","2,227"
2022-10-13,"2,464","2,188"
2022-10-14,"2,479","2,165"
2022-10-17,"2,514","2,143"
