구분,평균,평년
2016-04-29,"1,846","1,669"
2016-05-02,"1,784","1,675"
2016-05-03,"1,784","1,702"
2016-05-04,"1,784","1,699"
2016-05-09,"1,811","1,700"
2016-05-10,"1,854","1,706"
2016-05-11,"1,854","1,706"
2016-05-12,"1,729","1,707"
2016-05-13,"1,714","1,707"
2016-05-16,"1,699","1,711"
2016-05-17,"1,699","1,716"
2016-05-18,"1,699","1,718"
2016-05-19,"1,539","1,698"
2016-05-20,"1,476","1,681"
2016-05-23,"1,394","1,661"
2016-05-24,"1,394","1,638"
2016-05-25,"1,394","1,606"
2016-05-26,"1,423","1,612"
2016-05-27,"1,423","1,624"
2016-05-30,"1,400","1,641"
2016-05-31,"1,400","1,661"
2016-06-01,"1,439","1,667"
2016-06-02,"1,410","1,666"
2016-06-03,"1,385","1,666"
2016-06-07,"1,404","1,670"
2016-06-08,"1,404","1,675"
2016-06-09,"1,444","1,684"
2016-06-10,"1,450","1,693"
2016-06-13,"1,428","1,703"
2016-06-14,"1,428","1,719"
2016-06-15,"1,425","1,715"
2016-06-16,"1,471","1,702"
2016-06-17,"1,471","1,687"
2016-06-20,"1,474","1,670"
2016-06-21,"1,474","1,655"
2016-06-22,"1,515","1,671"
2016-06-23,"1,454","1,686"
2016-06-24,"1,454","1,704"
2016-06-27,"1,440","1,721"
2016-06-28,"1,468","1,763"
2016-06-29,"1,468","1,743"
2016-06-30,"1,436","1,735"
2016-07-01,"1,436","1,722"
2016-07-04,"1,469","1,714"
2016-07-05,"1,494","1,695"
2016-07-06,"1,494","1,714"
2016-07-07,"1,461","1,718"
2016-07-08,"1,461","1,727"
2016-07-11,"1,461","1,740"
2016-07-12,"1,420","1,745"
2016-07-13,"1,420","1,756"
2016-07-14,"1,420","1,781"
2016-07-15,"1,420","1,805"
2016-07-18,"1,391","1,824"
2016-07-19,"1,391","1,890"
2016-07-20,"1,391","1,892"
2016-07-21,"1,438","1,882"
2016-07-22,"1,425","1,892"
2016-07-25,"1,425","1,902"
2016-07-26,"1,425","1,909"
2016-07-27,"1,425","1,908"
2016-07-28,"1,431","1,890"
2016-07-29,"1,416","1,884"
2016-08-01,"1,433","1,873"
2016-08-02,"1,433","1,864"
2016-08-03,"1,441","1,860"
2016-08-04,"1,408","1,864"
2016-08-05,"1,374","1,877"
2016-08-08,"1,423","1,882"
2016-08-09,"1,423","1,889"
2016-08-10,"1,423","1,891"
2016-08-11,"1,461","1,409"
2016-08-12,"1,461","1,874"
2016-08-16,"1,495","1,869"
2016-08-17,"1,495","1,864"
2016-08-18,"1,458","1,864"
2016-08-19,"1,458","1,872"
2016-08-22,"1,406","1,876"
2016-08-23,"1,406","1,884"
2016-08-24,"1,406","1,885"
2016-08-25,"1,459","1,839"
2016-08-26,"1,459","1,809"
2016-08-29,"1,495","1,789"
2016-08-30,"1,495","1,766"
2016-08-31,"1,493","1,737"
2016-09-01,"1,503","1,722"
2016-09-02,"1,503","1,731"
2016-09-05,"1,503","1,747"
2016-09-06,"1,503","1,774"
2016-09-07,"1,515","1,790"
2016-09-08,"1,446","1,792"
2016-09-09,"1,446","1,777"
2016-09-12,"1,438","1,760"
2016-09-13,"1,438","1,733"
2016-09-19,"1,499","1,708"
2016-09-20,"1,499","1,716"
2016-09-21,"1,521","1,717"
2016-09-22,"1,579","1,751"
2016-09-23,"1,579","1,757"
2016-09-26,"1,579","1,824"
2016-09-27,"1,528","1,841"
2016-09-28,"1,579","1,716"
2016-09-29,"1,579","1,555"
2016-09-30,"1,579","1,508"
2016-10-04,"1,579","1,929"
2016-10-05,"1,579","2,116"
2016-10-06,"1,529","2,132"
2016-10-07,"1,529","2,153"
2016-10-10,"1,529","2,107"
2016-10-11,"1,529","2,049"
2016-10-12,"1,508","1,972"
2016-10-13,"1,544","1,967"
2016-10-14,"1,544","2,024"
2016-10-17,"1,588","1,714"
2016-10-18,"1,588","1,709"
2016-10-19,"1,588","2,156"
2016-10-20,"1,600","1,904"
2016-10-21,"1,614","1,929"
2016-10-24,"1,614","1,935"
2016-10-25,"1,614","1,943"
2016-10-26,"1,559","1,887"
2016-10-27,"1,559","1,859"
2016-10-28,"1,559","1,821"
2016-10-31,"1,614","1,799"
2016-11-01,"1,608","1,763"
2016-11-02,"1,608","1,704"
2016-11-03,"1,566","1,689"
2016-11-04,"1,566","1,678"
2016-11-07,"1,566","1,677"
2016-11-08,"1,566","1,671"
2016-11-09,"1,566","1,689"
2016-11-10,"1,564","1,686"
2016-11-11,"1,564","1,685"
2016-11-14,"1,599","1,687"
2016-11-15,"1,599","1,690"
2016-11-16,"1,638","1,690"
2016-11-17,"1,578","1,694"
2016-11-18,"1,578","1,702"
2016-11-21,"1,578","1,710"
2016-11-22,"1,578","1,726"
2016-11-23,"1,585","1,732"
2016-11-24,"1,600","1,740"
2016-11-25,"1,563","1,748"
2016-11-28,"1,563","1,758"
2016-11-29,"1,563","1,749"
2016-11-30,"1,660","1,744"
2016-12-01,"1,563","1,742"
2016-12-05,"1,563","1,738"
2016-12-06,"1,569","1,739"
2016-12-07,"1,569","1,758"
2016-12-08,"1,624","1,773"
2016-12-09,"1,624","1,772"
2016-12-12,"1,624","1,774"
2016-12-13,"1,735","1,773"
2016-12-14,"1,684","1,736"
2016-12-15,"1,668","1,715"
2016-12-16,"1,668","1,685"
2016-12-19,"1,668","1,669"
2016-12-20,"1,668","1,664"
2016-12-21,"1,668","1,684"
2016-12-22,"1,688","1,685"
2016-12-23,"1,688","1,681"
2016-12-26,"1,694","1,675"
2016-12-27,"1,750","1,672"
2016-12-28,"1,750","1,693"
2016-12-29,"1,694","1,699"
2016-12-30,"1,694","1,702"
2017-01-02,"1,694","1,703"
2017-01-03,"1,695","1,690"
2017-01-04,"1,695","1,698"
2017-01-05,"1,695","1,690"
2017-01-06,"1,695","1,695"
2017-01-09,"1,811","1,687"
2017-01-10,"1,874","1,687"
2017-01-11,"1,874","1,682"
2017-01-12,"1,944","1,685"
2017-01-13,"1,903","1,673"
2017-01-16,"2,000","1,677"
2017-01-17,"2,000","1,681"
2017-01-18,"2,000","1,662"
2017-01-19,"2,109","1,659"
2017-01-20,"2,146","1,665"
2017-01-23,"2,146","1,670"
2017-01-24,"2,168","1,666"
2017-01-25,"2,168","1,684"
2017-01-26,"2,168","1,687"
2017-01-31,"2,250","1,693"
2017-02-01,"2,284","1,693"
2017-02-02,"2,320","1,668"
2017-02-03,"2,320","1,663"
2017-02-06,"2,328","1,666"
2017-02-07,"2,328","1,676"
2017-02-08,"2,279","1,690"
2017-02-09,"2,295","1,752"
2017-02-10,"2,295","1,776"
2017-02-13,"2,295","1,795"
2017-02-14,"2,295","1,804"
2017-02-15,"2,295","1,800"
2017-02-16,"2,364","1,789"
2017-02-17,"2,364","1,773"
2017-02-20,"2,341","1,756"
2017-02-21,"2,425","1,738"
2017-02-22,"2,364","1,732"
2017-02-23,"2,393","1,721"
2017-02-24,"2,393","1,732"
2017-02-27,"2,418","1,732"
2017-02-28,"2,434","1,738"
2017-03-02,"2,229","1,740"
2017-03-03,"2,229","1,731"
2017-03-06,"2,229","1,729"
2017-03-07,"2,229","1,739"
2017-03-08,"2,229","1,743"
2017-03-09,"2,284","1,759"
2017-03-10,"2,284","1,780"
2017-03-13,"2,414","1,781"
2017-03-14,"2,414","1,777"
2017-03-15,"2,414","1,765"
2017-03-16,"2,493","1,762"
2017-03-17,"2,523","1,762"
2017-03-20,"2,295","1,768"
2017-03-21,"2,295","1,774"
2017-03-22,"2,295","1,776"
2017-03-23,"2,375","1,779"
2017-03-24,"2,375","1,775"
2017-03-27,"2,575","1,761"
2017-03-28,"2,529","1,769"
2017-03-29,"2,591","1,770"
2017-03-30,"2,659","1,770"
2017-03-31,"2,689","1,736"
2017-04-03,"2,795","1,725"
2017-04-04,"2,770","1,708"
2017-04-05,"2,770","1,706"
2017-04-06,"2,830","1,719"
2017-04-07,"2,681","1,756"
2017-04-10,"2,751","1,755"
2017-04-11,"2,801","1,753"
2017-04-12,"2,839","1,755"
2017-04-13,"2,684","1,750"
2017-04-14,"2,673","1,752"
2017-04-17,"2,622","1,753"
2017-04-18,"2,660","1,767"
2017-04-19,"2,681","1,774"
2017-04-20,"2,355","1,777"
2017-04-21,"2,355","1,809"
2017-04-24,"2,355","1,823"
2017-04-25,"2,318","1,832"
2017-04-26,"2,318","1,830"
2017-04-27,"2,124","1,828"
2017-04-28,"2,116","1,824"
2017-05-02,"2,073","1,823"
2017-05-04,"1,933","1,828"
2017-05-08,"1,875","1,836"
2017-05-10,"1,875","1,849"
2017-05-11,"2,015","1,875"
2017-05-12,"2,035","1,868"
2017-05-15,"1,920","1,856"
2017-05-16,"2,060","1,850"
2017-05-17,"2,060","1,817"
2017-05-18,"1,980","1,812"
2017-05-19,"1,980","1,820"
2017-05-22,"1,980","1,820"
2017-05-23,"1,980","1,823"
2017-05-24,"1,980","1,843"
2017-05-25,"2,141","1,839"
2017-05-26,"2,141","1,837"
2017-05-29,"2,141","1,844"
2017-05-30,"2,141","1,851"
2017-05-31,"2,141","1,873"
2017-06-01,"1,999","1,877"
2017-06-02,"1,999","1,885"
2017-06-05,"1,999","1,890"
2017-06-07,"1,999","1,891"
2017-06-08,"1,994","1,901"
2017-06-09,"1,994","1,904"
2017-06-12,"2,025","1,908"
2017-06-13,"1,998","1,910"
2017-06-14,"2,025","1,899"
2017-06-15,"1,977","1,877"
2017-06-16,"1,977","1,866"
2017-06-19,"1,977","1,853"
2017-06-20,"1,977","1,858"
2017-06-21,"1,977","1,859"
2017-06-22,"1,938","1,894"
2017-06-23,"1,913","1,919"
2017-06-26,"1,913","1,937"
2017-06-27,"1,913","1,931"
2017-06-28,"1,893","1,925"
2017-06-29,"1,823","1,886"
2017-06-30,"1,863","1,863"
2017-07-03,"1,880","1,838"
2017-07-04,"1,858","1,847"
2017-07-05,"1,858","1,849"
2017-07-06,"1,934","1,857"
2017-07-07,"1,810","1,860"
2017-07-10,"1,816","1,867"
2017-07-11,"1,816","1,890"
2017-07-12,"1,816","1,959"
2017-07-13,"1,784","1,959"
2017-07-14,"1,834","1,957"
2017-07-17,"1,834","1,941"
2017-07-18,"1,743","2,006"
2017-07-19,"1,743","2,020"
2017-07-20,"1,777","2,032"
2017-07-21,"1,777","2,040"
2017-07-24,"1,796","2,042"
2017-07-25,"1,796","2,021"
2017-07-26,"1,796","2,013"
2017-07-27,"1,924","2,008"
2017-07-28,"1,924","2,003"
2017-07-31,"1,908","1,993"
2017-08-01,"1,821","1,988"
2017-08-02,"1,821","1,994"
2017-08-03,"1,823","1,993"
2017-08-04,"1,804","1,992"
2017-08-07,"2,013","1,991"
2017-08-08,"2,013","1,977"
2017-08-09,"2,013","1,971"
2017-08-10,"1,909","1,961"
2017-08-11,"1,813","1,960"
2017-08-14,"1,813","1,960"
2017-08-16,"1,813","1,972"
2017-08-17,"1,821","1,986"
2017-08-18,"1,821","1,999"
2017-08-21,"1,983","2,010"
2017-08-22,"1,983","1,987"
2017-08-23,"1,983","1,970"
2017-08-24,"1,926","1,951"
2017-08-25,"1,951","1,943"
2017-08-28,"1,951","1,939"
2017-08-29,"1,951","1,915"
2017-08-30,"1,951","1,912"
2017-08-31,"2,025","1,915"
2017-09-01,"2,025","1,923"
2017-09-04,"2,050","1,929"
2017-09-05,"2,050","1,909"
2017-09-06,"2,050","1,907"
2017-09-07,"1,940","1,904"
2017-09-08,"1,956","1,902"
2017-09-11,"1,956","1,908"
2017-09-12,"1,948","1,953"
2017-09-13,"1,948","1,966"
2017-09-14,"1,955","1,975"
2017-09-15,"2,009","1,978"
2017-09-18,"2,009","1,889"
2017-09-19,"2,041","2,008"
2017-09-20,"1,884","1,945"
2017-09-21,"1,940","1,785"
2017-09-22,"1,940","1,715"
2017-09-25,"1,940","1,707"
2017-09-26,"1,940","1,852"
2017-09-27,"2,011","2,103"
2017-09-28,"2,054","2,419"
2017-09-29,"2,054","2,415"
2017-10-10,"2,105","2,403"
2017-10-11,"2,105","2,292"
2017-10-12,"2,125","2,298"
2017-10-13,"2,125","2,214"
2017-10-16,"2,125","2,205"
2017-10-17,"2,125","2,140"
2017-10-18,"2,125","1,910"
2017-10-19,"2,004","1,887"
2017-10-20,"2,004","2,338"
2017-10-23,"2,004","1,981"
2017-10-24,"2,016","1,987"
2017-10-25,"2,016","2,000"
2017-10-26,"2,153","1,997"
2017-10-27,"2,086","1,989"
2017-10-30,"2,086","1,973"
2017-10-31,"2,086","1,952"
2017-11-01,"2,086","1,919"
2017-11-02,"2,000","1,909"
2017-11-03,"2,049","1,822"
2017-11-06,"2,058","1,800"
2017-11-07,"2,058","1,799"
2017-11-08,"2,058","1,815"
2017-11-09,"2,156","1,815"
2017-11-10,"2,156","1,904"
2017-11-13,"2,156","1,889"
2017-11-14,"2,156","1,878"
2017-11-15,"2,156","1,867"
2017-11-16,"2,068","1,833"
2017-11-17,"1,929","1,828"
2017-11-20,"1,929","1,824"
2017-11-21,"1,929","1,823"
2017-11-22,"1,929","1,826"
2017-11-23,"2,148","1,829"
2017-11-24,"2,148","1,827"
2017-11-27,"2,086","1,823"
2017-11-28,"2,086","1,832"
2017-11-29,"2,086","1,836"
2017-11-30,"2,086","1,843"
2017-12-04,"2,086","1,844"
2017-12-05,"2,086","1,842"
2017-12-06,"2,086","1,823"
2017-12-07,"2,038","1,821"
2017-12-08,"2,038","1,816"
2017-12-11,"2,038","1,806"
2017-12-12,"2,038","1,809"
2017-12-13,"2,038","1,790"
2017-12-14,"2,041","1,767"
2017-12-15,"2,041","1,755"
2017-12-18,"2,041","1,727"
2017-12-19,"2,041","1,722"
2017-12-20,"2,146","1,729"
2017-12-21,"2,061","1,733"
2017-12-22,"2,061","1,727"
2017-12-26,"2,061","1,723"
2017-12-27,"2,061","1,716"
2017-12-28,"2,165","1,725"
2017-12-29,"2,130","1,720"
2018-01-02,"2,116","1,723"
2018-01-03,"2,116","1,729"
2018-01-04,"2,059","1,726"
2018-01-05,"2,016","1,754"
2018-01-08,"1,979","1,766"
2018-01-09,"1,979","1,782"
2018-01-10,"1,979","1,804"
2018-01-11,"1,979","1,806"
2018-01-12,"2,024","1,788"
2018-01-15,"2,040","1,774"
2018-01-16,"2,040","1,749"
2018-01-17,"2,040","1,714"
2018-01-18,"2,065","1,720"
2018-01-19,"2,065","1,719"
2018-01-22,"2,109","1,717"
2018-01-23,"2,109","1,715"
2018-01-24,"2,109","1,718"
2018-01-25,"2,049","1,714"
2018-01-26,"2,049","1,714"
2018-01-29,"2,049","1,717"
2018-01-30,"2,074","1,711"
2018-01-31,"2,074","1,722"
2018-02-01,"2,099","1,704"
2018-02-02,"2,099","1,702"
2018-02-05,"2,099","1,698"
2018-02-06,"2,099","1,697"
2018-02-07,"2,099","1,695"
2018-02-08,"2,148","1,762"
2018-02-09,"2,190","1,782"
2018-02-12,"2,056","1,810"
2018-02-13,"2,056","1,838"
2018-02-14,"2,031","1,847"
2018-02-19,"2,090","1,853"
2018-02-20,"2,090","1,857"
2018-02-21,"2,090","1,853"
2018-02-22,"2,085","1,845"
2018-02-23,"2,085","1,834"
2018-02-26,"2,035","1,791"
2018-02-27,"2,035","1,774"
2018-02-28,"2,035","1,765"
2018-03-02,"2,043","1,754"
2018-03-05,"2,026","1,757"
2018-03-06,"2,026","1,776"
2018-03-07,"2,018","1,778"
2018-03-08,"2,048","1,780"
2018-03-09,"2,048","1,784"
2018-03-12,"2,043","1,782"
2018-03-13,"2,043","1,811"
2018-03-14,"2,043","1,820"
2018-03-15,"2,049","1,853"
2018-03-16,"1,968","1,869"
2018-03-19,"2,065","1,881"
2018-03-20,"1,988","1,894"
2018-03-21,"1,988","1,883"
2018-03-22,"1,879","1,873"
2018-03-23,"1,879","1,863"
2018-03-26,"1,879","1,854"
2018-03-27,"1,879","1,854"
2018-03-28,"1,879","1,847"
2018-03-29,"1,860","1,835"
2018-03-30,"1,841","1,784"
2018-04-02,"1,841","1,796"
2018-04-03,"1,816","1,801"
2018-04-04,"1,804","1,787"
2018-04-05,"1,860","1,771"
2018-04-06,"1,838","1,756"
2018-04-09,"1,843","1,731"
2018-04-10,"1,730","1,723"
2018-04-11,"1,850","1,756"
2018-04-12,"1,795","1,766"
2018-04-13,"1,786","1,771"
2018-04-16,"1,786","1,774"
2018-04-17,"1,765","1,777"
2018-04-18,"1,800","1,771"
2018-04-19,"1,789","1,773"
2018-04-20,"1,840","1,771"
2018-04-23,"1,884","1,778"
2018-04-24,"1,884","1,786"
2018-04-25,"1,866","1,814"
2018-04-26,"1,936","1,830"
2018-04-27,"1,936","1,843"
2018-04-30,"1,899","1,857"
2018-05-02,"1,836","1,858"
2018-05-03,"1,819","1,847"
2018-05-04,"1,813","1,840"
2018-05-08,"1,900","1,835"
2018-05-09,"1,736","1,832"
2018-05-10,"1,745","1,831"
2018-05-11,"1,734","1,849"
2018-05-14,"1,683","1,862"
2018-05-15,"1,664","1,862"
2018-05-16,"1,651","1,857"
2018-05-17,"1,596","1,842"
2018-05-18,"1,596","1,833"
2018-05-21,"1,596","1,826"
2018-05-23,"1,586","1,829"
2018-05-24,"1,554","1,834"
2018-05-25,"1,546","1,862"
2018-05-28,"1,546","1,870"
2018-05-29,"1,546","1,874"
2018-05-30,"1,546","1,878"
2018-05-31,"1,578","1,879"
2018-06-01,"1,553","1,895"
2018-06-04,"1,553","1,895"
2018-06-05,"1,510","1,897"
2018-06-07,"1,603","1,903"
2018-06-08,"1,551","1,909"
2018-06-11,"1,551","1,926"
2018-06-12,"1,565","1,926"
2018-06-14,"1,606","1,932"
2018-06-15,"1,606","1,939"
2018-06-18,"1,606","1,906"
2018-06-19,"1,618","1,898"
2018-06-20,"1,609","1,887"
2018-06-21,"1,588","1,889"
2018-06-22,"1,566","1,909"
2018-06-25,"1,566","1,932"
2018-06-26,"1,566","1,967"
2018-06-27,"1,620","1,995"
2018-06-28,"1,574","2,015"
2018-06-29,"1,573","2,034"
2018-07-02,"1,573","2,014"
2018-07-03,"1,560","2,015"
2018-07-04,"1,573","2,016"
2018-07-05,"1,569","2,028"
2018-07-06,"1,617","2,040"
2018-07-09,"1,617","2,044"
2018-07-10,"1,617","2,051"
2018-07-11,"1,600","2,058"
2018-07-12,"1,649","2,076"
2018-07-13,"1,543","2,100"
2018-07-16,"1,568","2,112"
2018-07-17,"1,518","2,122"
2018-07-18,"1,518","2,133"
2018-07-19,"1,538","2,145"
2018-07-20,"1,538","2,204"
2018-07-23,"1,543","2,220"
2018-07-24,"1,543","2,228"
2018-07-25,"1,543","2,235"
2018-07-26,"1,518","2,236"
2018-07-27,"1,518","2,229"
2018-07-30,"1,518","2,239"
2018-07-31,"1,518","2,244"
2018-08-01,"1,518","2,266"
2018-08-02,"1,494","2,268"
2018-08-03,"1,525","2,273"
2018-08-06,"1,525","2,272"
2018-08-07,"1,525","2,272"
2018-08-08,"1,525","2,260"
2018-08-09,"1,526","2,246"
2018-08-10,"1,526","2,235"
2018-08-13,"1,474","2,225"
2018-08-14,"1,474","2,199"
2018-08-16,"1,436","2,199"
2018-08-17,"1,436","2,209"
2018-08-20,"1,436","2,222"
2018-08-21,"1,436","2,239"
2018-08-22,"1,436","2,257"
2018-08-23,"1,534","2,260"
2018-08-24,"1,534","2,269"
2018-08-27,"1,534","2,275"
2018-08-28,"1,534","2,264"
2018-08-29,"1,525","2,228"
2018-08-30,"1,563","2,210"
2018-08-31,"1,563","2,192"
2018-09-03,"1,540","2,173"
2018-09-04,"1,540","2,186"
2018-09-05,"1,540","2,204"
2018-09-06,"1,519","2,215"
2018-09-07,"1,519","2,236"
2018-09-10,"1,519","2,260"
2018-09-11,"1,477","2,280"
2018-09-12,"1,466","2,321"
2018-09-13,"1,515","2,340"
2018-09-14,"1,519","2,357"
2018-09-17,"1,574","2,372"
2018-09-18,"1,574","2,354"
2018-09-19,"1,574","2,511"
2018-09-20,"1,575","2,534"
2018-09-21,"1,533","2,516"
2018-09-27,"1,553","2,293"
2018-09-28,"1,553","2,409"
2018-10-01,"1,586","2,266"
2018-10-02,"1,611","2,239"
2018-10-04,"1,725","2,464"
2018-10-05,"1,725","2,639"
2018-10-08,"1,725","2,626"
2018-10-10,"1,725","2,410"
2018-10-11,"1,563","2,484"
2018-10-12,"1,563","2,473"
2018-10-15,"1,525","2,455"
2018-10-16,"1,525","2,327"
2018-10-17,"1,550","1,995"
2018-10-18,"1,583","1,855"
2018-10-19,"1,589","1,837"
2018-10-22,"1,589","1,821"
2018-10-23,"1,589","1,779"
2018-10-24,"1,589","1,785"
2018-10-25,"1,638","1,786"
2018-10-26,"1,638","1,760"
2018-10-29,"1,638","1,750"
2018-10-30,"1,638","1,732"
2018-10-31,"1,543","1,716"
2018-11-01,"1,636","1,695"
2018-11-02,"1,636","1,651"
2018-11-05,"1,651","1,637"
2018-11-06,"1,553","1,630"
2018-11-07,"1,653","1,617"
2018-11-08,"1,520","1,610"
2018-11-09,"1,520","1,596"
2018-11-12,"1,520","1,586"
2018-11-13,"1,613","1,560"
2018-11-14,"1,613","1,546"
2018-11-15,"1,579","1,537"
2018-11-16,"1,579","1,533"
2018-11-19,"1,567","1,516"
2018-11-20,"1,584","1,515"
2018-11-21,"1,584","1,520"
2018-11-22,"1,584","1,538"
2018-11-23,"1,584","1,544"
2018-11-26,"1,584","1,546"
2018-11-27,"1,560","1,551"
2018-11-28,"1,601","1,554"
2018-11-29,"1,540","1,560"
2018-11-30,"1,533","1,565"
2018-12-03,"1,586","1,566"
2018-12-04,"1,529","1,571"
2018-12-05,"1,529","1,570"
2018-12-06,"1,554","1,573"
2018-12-10,"1,554","1,582"
2018-12-11,"1,554","1,595"
2018-12-12,"1,554","1,597"
2018-12-13,"1,638","1,588"
2018-12-14,"1,638","1,594"
2018-12-17,"1,638","1,594"
2018-12-18,"1,638","1,584"
2018-12-19,"1,638","1,597"
2018-12-20,"1,616","1,588"
2018-12-21,"1,616","1,581"
2018-12-24,"1,616","1,583"
2018-12-26,"1,630","1,584"
2018-12-27,"1,639","1,578"
2018-12-28,"1,639","1,580"
2018-12-31,"1,639","1,560"
2019-01-02,"1,639","1,556"
2019-01-03,"1,616","1,549"
2019-01-04,"1,616","1,549"
2019-01-07,"1,616","1,546"
2019-01-08,"1,611","1,547"
2019-01-09,"1,611","1,550"
2019-01-10,"1,633","1,548"
2019-01-11,"1,633","1,554"
2019-01-14,"1,633","1,559"
2019-01-15,"1,616","1,568"
2019-01-16,"1,616","1,579"
2019-01-17,"1,600","1,586"
2019-01-18,"1,600","1,575"
2019-01-21,"1,533","1,567"
2019-01-22,"1,534","1,592"
2019-01-23,"1,534","1,594"
2019-01-24,"1,465","1,604"
2019-01-25,"1,465","1,611"
2019-01-28,"1,465","1,619"
2019-01-29,"1,465","1,612"
2019-01-30,"1,465","1,609"
2019-01-31,"1,534","1,602"
2019-02-01,"1,534","1,579"
2019-02-07,"1,595","1,579"
2019-02-08,"1,585","1,573"
2019-02-11,"1,585","1,581"
2019-02-12,"1,585","1,587"
2019-02-13,"1,560","1,600"
2019-02-14,"1,511","1,634"
2019-02-15,"1,511","1,637"
2019-02-18,"1,511","1,637"
2019-02-19,"1,511","1,644"
2019-02-20,"1,511","1,653"
2019-02-21,"1,371","1,664"
2019-02-22,"1,371","1,668"
2019-02-25,"1,371","1,665"
2019-02-26,"1,371","1,661"
2019-02-27,"1,371","1,655"
2019-02-28,"1,535","1,627"
2019-03-04,"1,535","1,620"
2019-03-05,"1,535","1,615"
2019-03-06,"1,535","1,653"
2019-03-07,"1,439","1,655"
2019-03-08,"1,404","1,659"
2019-03-11,"1,404","1,661"
2019-03-12,"1,404","1,664"
2019-03-13,"1,404","1,661"
2019-03-14,"1,503","1,670"
2019-03-15,"1,519","1,679"
2019-03-18,"1,458","1,689"
2019-03-19,"1,526","1,699"
2019-03-20,"1,526","1,709"
2019-03-21,"1,559","1,723"
2019-03-22,"1,559","1,738"
2019-03-25,"1,559","1,748"
2019-03-26,"1,589","1,772"
2019-03-27,"1,589","1,759"
2019-03-28,"1,503","1,744"
2019-03-29,"1,503","1,726"
2019-04-01,"1,493","1,713"
2019-04-02,"1,493","1,718"
2019-04-03,"1,493","1,718"
2019-04-04,"1,714","1,715"
2019-04-05,"1,568","1,829"
2019-04-08,"1,568","1,831"
2019-04-09,"1,568","1,826"
2019-04-10,"1,568","1,820"
2019-04-11,"1,568","1,822"
2019-04-12,"1,510","1,823"
2019-04-15,"1,510","1,814"
2019-04-16,"1,510","1,852"
2019-04-17,"1,510","1,860"
2019-04-18,"2,120","1,862"
2019-04-19,"2,107","1,862"
2019-04-22,"2,191","1,861"
2019-04-23,"2,183","1,839"
2019-04-24,"2,158","1,836"
2019-04-25,"2,074","1,840"
2019-04-26,"2,056","1,840"
2019-04-29,"2,056","1,855"
2019-04-30,"2,043","1,877"
2019-05-02,"2,008","1,886"
2019-05-03,"2,021","1,893"
2019-05-07,"2,045","1,890"
2019-05-08,"2,036","1,884"
2019-05-09,"1,944","1,840"
2019-05-10,"1,919","1,827"
2019-05-13,"1,909","1,820"
2019-05-14,"1,909","1,822"
2019-05-15,"1,938","1,829"
2019-05-16,"1,894","1,872"
2019-05-17,"1,894","1,880"
2019-05-20,"1,918","1,891"
2019-05-21,"1,918","1,893"
2019-05-22,"1,835","1,889"
2019-05-23,"1,820","1,876"
2019-05-24,"1,820","1,867"
2019-05-27,"1,886","1,853"
2019-05-28,"1,779","1,838"
2019-05-29,"1,766","1,854"
2019-05-30,"1,683","1,857"
2019-05-31,"1,683","1,866"
2019-06-03,"1,683","1,875"
2019-06-04,"1,670","1,882"
2019-06-05,"1,670","1,887"
2019-06-07,"1,600","1,896"
2019-06-10,"1,600","1,895"
2019-06-11,"1,600","1,897"
2019-06-12,"1,600","1,899"
2019-06-13,"1,581","1,901"
2019-06-14,"1,581","1,908"
2019-06-17,"1,581","1,904"
2019-06-18,"1,553","1,901"
2019-06-19,"1,553","1,886"
2019-06-20,"1,491","1,873"
2019-06-21,"1,491","1,863"
2019-06-24,"1,491","1,857"
2019-06-25,"1,420","1,870"
2019-06-26,"1,466","1,867"
2019-06-27,"1,410","1,876"
2019-06-28,"1,394","1,901"
2019-07-01,"1,469","1,920"
2019-07-02,"1,469","1,957"
2019-07-03,"1,469","1,965"
2019-07-04,"1,335","1,965"
2019-07-05,"1,335","1,978"
2019-07-08,"1,335","1,990"
2019-07-09,"1,335","2,009"
2019-07-10,"1,335","1,997"
2019-07-11,"1,369","1,987"
2019-07-12,"1,340","1,979"
2019-07-15,"1,320","1,979"
2019-07-16,"1,271","2,010"
2019-07-17,"1,271","2,026"
2019-07-18,"1,211","2,042"
2019-07-19,"1,205","2,052"
2019-07-22,"1,251","2,062"
2019-07-23,"1,251","2,134"
2019-07-24,"1,251","2,130"
2019-07-25,"1,249","2,112"
2019-07-26,"1,231","2,099"
2019-07-29,"1,231","2,089"
2019-07-30,"1,238","2,081"
2019-07-31,"1,231","2,084"
2019-08-01,"1,218","2,090"
2019-08-02,"1,218","2,084"
2019-08-05,"1,218","2,079"
2019-08-06,"1,218","2,079"
2019-08-07,"1,213","2,076"
2019-08-08,"1,278","2,078"
2019-08-09,"1,278","2,074"
2019-08-12,"1,278","2,064"
2019-08-13,"1,278","2,053"
2019-08-14,"1,278","2,010"
2019-08-16,"1,278","2,006"
2019-08-19,"1,296","2,007"
2019-08-20,"1,276","2,009"
2019-08-21,"1,296","2,017"
2019-08-22,"1,230","2,068"
2019-08-23,"1,230","2,073"
2019-08-26,"1,230","2,079"
2019-08-27,"1,230","2,080"
2019-08-28,"1,230","2,078"
2019-08-29,"1,329","2,044"
2019-08-30,"1,343","2,028"
2019-09-02,"1,366","2,001"
2019-09-03,"1,343","1,982"
2019-09-04,"1,338","1,955"
2019-09-05,"1,339","1,977"
