,구분,?�균,?�년
1070,2017-02-17,486,228
1071,2017-02-20,486,229
1072,2017-02-21,506,229
1073,2017-02-22,500,229
1074,2017-02-23,503,229
1075,2017-02-24,503,229
1076,2017-02-27,503,229
1077,2017-02-28,503,229
1078,2017-03-02,503,229
1079,2017-03-03,531,230
1080,2017-03-06,540,230
1081,2017-03-07,540,230
1082,2017-03-08,540,231
1083,2017-03-09,535,231
1084,2017-03-10,535,224
1085,2017-03-13,535,224
1086,2017-03-14,535,223
1087,2017-03-15,525,222
1088,2017-03-16,528,222
1089,2017-03-17,531,224
1090,2017-03-20,521,226
1091,2017-03-21,521,228
1092,2017-03-22,521,228
1093,2017-03-23,521,230
1094,2017-03-24,521,230
1095,2017-03-27,521,251
1096,2017-03-28,528,252
1097,2017-03-29,528,253
1098,2017-03-30,397,253
1099,2017-03-31,397,254
1100,2017-04-03,397,252
1101,2017-04-04,394,250
1102,2017-04-05,394,248
1103,2017-04-06,397,245
1104,2017-04-07,397,242
1105,2017-04-10,408,244
1106,2017-04-11,408,245
1107,2017-04-12,408,247
1108,2017-04-13,410,250
1109,2017-04-14,410,254
1110,2017-04-17,410,254
1111,2017-04-18,410,254
1112,2017-04-19,410,258
1113,2017-04-20,401,262
1114,2017-04-21,415,270
1115,2017-04-24,417,273
1116,2017-04-25,416,275
1117,2017-04-26,415,276
1118,2017-04-27,399,275
1119,2017-04-28,399,276
1120,2017-05-02,399,280
1121,2017-05-04,396,283
1122,2017-05-08,393,286
1123,2017-05-10,375,290
1124,2017-05-11,374,291
1125,2017-05-12,384,288
1126,2017-05-15,381,284
1127,2017-05-16,390,283
1128,2017-05-17,390,279
1129,2017-05-18,389,279
1130,2017-05-19,394,285
1131,2017-05-22,405,287
1132,2017-05-23,405,283
1133,2017-05-24,405,280
1134,2017-05-25,423,279
1135,2017-05-26,415,280
1136,2017-05-29,415,283
1137,2017-05-30,405,286
1138,2017-05-31,402,294
1139,2017-06-01,393,260
1140,2017-06-02,392,260
1141,2017-06-05,388,260
1142,2017-06-07,369,260
1143,2017-06-08,356,267
1144,2017-06-09,356,270
1145,2017-06-12,356,364
1146,2017-06-13,353,356
1147,2017-06-14,352,345
1148,2017-06-15,361,335
1149,2017-06-16,361,336
1150,2017-06-19,353,340
1151,2017-06-20,349,340
1152,2017-06-21,348,338
1153,2017-06-22,281,323
1154,2017-06-23,275,326
1155,2017-06-26,272,328
1156,2017-06-27,272,336
1157,2017-06-28,274,339
1158,2017-06-29,263,339
1159,2017-06-30,243,339
1160,2017-07-03,234,338
1161,2017-07-04,234,337
1162,2017-07-05,251,334
1163,2017-07-06,271,343
1164,2017-07-07,267,348
1165,2017-07-10,267,347
1166,2017-07-11,267,346
1167,2017-07-12,267,326
1168,2017-07-13,271,327
1169,2017-07-14,264,328
1170,2017-07-17,264,330
1171,2017-07-18,264,338
1172,2017-07-19,264,333
1173,2017-07-20,257,340
1174,2017-07-21,257,340
1175,2017-07-24,257,340
1176,2017-07-25,268,348
1177,2017-07-26,268,350
1178,2017-07-27,253,349
1179,2017-07-28,253,360
1180,2017-07-31,253,363
1181,2017-08-01,253,372
1182,2017-08-02,253,372
1183,2017-08-03,261,372
1184,2017-08-04,261,374
1185,2017-08-07,261,418
1186,2017-08-08,263,415
1187,2017-08-09,263,415
1188,2017-08-10,277,420
1189,2017-08-11,280,434
1190,2017-08-14,280,445
1191,2017-08-16,285,446
1192,2017-08-17,285,445
1193,2017-08-18,291,446
1194,2017-08-21,291,441
1195,2017-08-22,291,453
1196,2017-08-23,291,453
1197,2017-08-24,300,455
1198,2017-08-25,303,457
1199,2017-08-28,310,463
1200,2017-08-29,310,471
1201,2017-08-30,310,461
1202,2017-08-31,320,462
1203,2017-09-01,324,462
1204,2017-09-04,324,461
1205,2017-09-05,324,450
1206,2017-09-06,324,447
1207,2017-09-07,324,446
1208,2017-09-08,324,446
1209,2017-09-11,324,444
1210,2017-09-12,324,449
1211,2017-09-13,324,450
1212,2017-09-14,324,459
1213,2017-09-15,324,453
1214,2017-09-18,324,450
1215,2017-09-19,324,438
1216,2017-09-20,324,433
1217,2017-09-21,324,443
1218,2017-09-22,321,448
1219,2017-09-25,325,450
1220,2017-09-26,325,438
1221,2017-09-27,325,437
1222,2017-09-28,325,447
1223,2017-09-29,325,446
1224,2017-10-10,325,446
1225,2017-10-11,325,439
1226,2017-10-12,325,439
1227,2017-10-13,325,434
1228,2017-10-16,325,429
1229,2017-10-17,325,426
1230,2017-10-18,325,411
1231,2017-10-19,334,412
1232,2017-10-20,334,411
1233,2017-10-23,334,404
1234,2017-10-24,334,400
1235,2017-10-25,334,398
1236,2017-10-26,334,396
1237,2017-10-27,334,397
1238,2017-10-30,334,401
1239,2017-10-31,334,402
1240,2017-11-01,337,398
1241,2017-11-02,337,399
1242,2017-11-03,337,399
1243,2017-11-06,337,400
1244,2017-11-07,337,398
1245,2017-11-08,337,397
1246,2017-11-09,331,386
1247,2017-11-10,331,381
1248,2017-11-13,331,376
1249,2017-11-14,331,372
1250,2017-11-15,331,369
1251,2017-11-16,322,353
1252,2017-11-17,322,349
1253,2017-11-20,322,345
1254,2017-11-21,341,341
1255,2017-11-22,341,327
1256,2017-11-23,346,321
1257,2017-11-24,351,312
1258,2017-11-27,351,309
1259,2017-11-28,351,289
1260,2017-11-29,351,284
1261,2017-11-30,350,279
1262,2017-12-04,362,272
1263,2017-12-05,362,267
1264,2017-12-06,362,255
1265,2017-12-07,371,255
1266,2017-12-08,371,256
1267,2017-12-11,380,256
1268,2017-12-12,380,255
1269,2017-12-13,380,248
1270,2017-12-14,363,245
1271,2017-12-15,363,242
1272,2017-12-18,363,240
1273,2017-12-19,363,240
1274,2017-12-20,380,240
1275,2017-12-21,399,236
1276,2017-12-22,399,232
1277,2017-12-26,396,231
1278,2017-12-27,399,229
1279,2017-12-28,387,224
1280,2017-12-29,387,223
1281,2018-01-02,387,222
1282,2018-01-03,390,222
1283,2018-01-04,470,223
1284,2018-01-05,470,223
1285,2018-01-08,461,223
1286,2018-01-09,469,222
1287,2018-01-10,469,222
1288,2018-01-11,469,221
1289,2018-01-12,469,221
1290,2018-01-15,471,221
1291,2018-01-16,474,222
1292,2018-01-17,476,222
1293,2018-01-18,493,221
1294,2018-01-19,499,222
1295,2018-01-22,509,222
1296,2018-01-23,511,223
1297,2018-01-24,516,223
1298,2018-01-25,497,223
1299,2018-01-26,497,224
1300,2018-01-29,497,225
1301,2018-01-30,497,226
1302,2018-01-31,497,226
1303,2018-02-01,503,228
1304,2018-02-02,503,228
1305,2018-02-05,503,229
1306,2018-02-06,503,230
1307,2018-02-07,503,231
1308,2018-02-08,503,232
1309,2018-02-09,504,232
1310,2018-02-12,506,232
1311,2018-02-13,507,233
1312,2018-02-14,510,233
1313,2018-02-19,523,234
1314,2018-02-20,523,235
1315,2018-02-21,523,235
1316,2018-02-22,540,235
1317,2018-02-23,540,235
1318,2018-02-26,540,234
1319,2018-02-27,542,234
1320,2018-02-28,545,235
1321,2018-03-02,548,235
1322,2018-03-05,522,235
1323,2018-03-06,522,234
1324,2018-03-07,523,234
1325,2018-03-08,523,233
1326,2018-03-09,523,233
1327,2018-03-12,530,234
1328,2018-03-13,530,227
1329,2018-03-14,530,227
1330,2018-03-15,540,228
1331,2018-03-16,540,228
1332,2018-03-19,546,227
1333,2018-03-20,546,227
1334,2018-03-21,546,228
1335,2018-03-22,571,229
1336,2018-03-23,586,230
1337,2018-03-26,586,231
1338,2018-03-27,604,233
1339,2018-03-28,610,233
1340,2018-03-29,647,233
1341,2018-03-30,639,231
1342,2018-04-02,637,231
1343,2018-04-03,641,231
1344,2018-04-04,659,232
1345,2018-04-05,709,233
1346,2018-04-06,723,233
1347,2018-04-09,693,234
1348,2018-04-10,703,234
1349,2018-04-11,730,234
1350,2018-04-12,774,233
1351,2018-04-13,781,233
1352,2018-04-16,783,233
1353,2018-04-17,783,233
1354,2018-04-18,783,235
1355,2018-04-19,810,235
1356,2018-04-20,820,236
1357,2018-04-23,820,236
1358,2018-04-24,820,237
1359,2018-04-25,820,241
1360,2018-04-26,810,243
1361,2018-04-27,824,247
1362,2018-04-30,829,251
1363,2018-05-02,814,253
1364,2018-05-03,799,255
1365,2018-05-04,794,254
1366,2018-05-08,784,254
1367,2018-05-09,770,254
1368,2018-05-10,720,255
1369,2018-05-11,734,260
1370,2018-05-14,726,260
1371,2018-05-15,699,261
1372,2018-05-16,687,261
1373,2018-05-17,650,267
1374,2018-05-18,640,268
1375,2018-05-21,640,269
1376,2018-05-23,631,269
1377,2018-05-24,599,270
1378,2018-05-25,599,267
1379,2018-05-28,599,262
1380,2018-05-29,599,264
1381,2018-05-30,599,265
1382,2018-05-31,507,264
1383,2018-06-01,501,268
1384,2018-06-04,496,269
1385,2018-06-05,477,270
1386,2018-06-07,456,275
1387,2018-06-08,454,278
1388,2018-06-11,440,289
1389,2018-06-12,440,291
1390,2018-06-14,395,292
1391,2018-06-15,383,293
1392,2018-06-18,374,262
1393,2018-06-19,370,262
1394,2018-06-20,370,264
1395,2018-06-21,333,348
1396,2018-06-22,333,327
1397,2018-06-25,318,347
1398,2018-06-26,315,341
1399,2018-06-27,313,341
1400,2018-06-28,291,338
1401,2018-06-29,291,377
1402,2018-07-02,284,377
1403,2018-07-03,284,377
1404,2018-07-04,286,367
1405,2018-07-05,275,367
1406,2018-07-06,275,349
1407,2018-07-09,275,348
1408,2018-07-10,275,363
1409,2018-07-11,275,363
1410,2018-07-12,272,364
1411,2018-07-13,272,363
1412,2018-07-16,272,364
1413,2018-07-17,272,364
1414,2018-07-18,275,365
1415,2018-07-19,268,366
1416,2018-07-20,264,373
1417,2018-07-23,264,374
1418,2018-07-24,264,364
1419,2018-07-25,264,372
1420,2018-07-26,265,370
1421,2018-07-27,265,370
1422,2018-07-30,266,373
1423,2018-07-31,266,369
1424,2018-08-01,266,401
1425,2018-08-02,272,398
1426,2018-08-03,272,398
1427,2018-08-06,272,398
1428,2018-08-07,272,399
1429,2018-08-08,280,439
1430,2018-08-09,291,439
1431,2018-08-10,295,441
1432,2018-08-13,295,435
1433,2018-08-14,295,455
1434,2018-08-16,318,454
1435,2018-08-17,318,468
1436,2018-08-20,327,481
1437,2018-08-21,327,488
1438,2018-08-22,327,483
1439,2018-08-23,336,491
1440,2018-08-24,336,490
1441,2018-08-27,336,491
1442,2018-08-28,341,491
1443,2018-08-29,340,503
1444,2018-08-30,346,506
1445,2018-08-31,332,490
1446,2018-09-03,332,489
1447,2018-09-04,332,489
1448,2018-09-05,347,469
1449,2018-09-06,352,465
1450,2018-09-07,355,450
1451,2018-09-10,355,437
1452,2018-09-11,355,432
1453,2018-09-12,349,439
1454,2018-09-13,351,439
1455,2018-09-14,357,440
1456,2018-09-17,357,441
1457,2018-09-18,359,440
1458,2018-09-19,359,429
1459,2018-09-20,359,429
1460,2018-09-21,369,427
1461,2018-09-27,357,440
1462,2018-09-28,356,438
1463,2018-10-01,362,431
1464,2018-10-02,362,430
1465,2018-10-04,362,430
1466,2018-10-05,362,443
1467,2018-10-08,364,440
1468,2018-10-10,364,433
1469,2018-10-11,369,432
1470,2018-10-12,369,431
1471,2018-10-15,369,427
1472,2018-10-16,369,420
1473,2018-10-17,369,411
1474,2018-10-18,369,462
1475,2018-10-19,369,462
1476,2018-10-22,369,455
1477,2018-10-23,369,452
1478,2018-10-24,369,447
1479,2018-10-25,357,445
1480,2018-10-26,368,452
1481,2018-10-29,368,452
1482,2018-10-30,368,454
1483,2018-10-31,368,453
1484,2018-11-01,348,446
1485,2018-11-02,348,448
1486,2018-11-05,348,449
1487,2018-11-06,369,451
1488,2018-11-07,369,451
1489,2018-11-08,379,449
1490,2018-11-09,379,438
1491,2018-11-12,379,434
1492,2018-11-13,379,426
1493,2018-11-14,379,419
1494,2018-11-15,382,413
1495,2018-11-16,384,389
1496,2018-11-19,384,386
1497,2018-11-20,384,382
1498,2018-11-21,384,379
1499,2018-11-22,417,363
1500,2018-11-23,417,357
1501,2018-11-26,417,352
1502,2018-11-27,406,347
1503,2018-11-28,406,344
1504,2018-11-29,413,330
1505,2018-11-30,413,320
1506,2018-12-03,413,313
1507,2018-12-04,415,308
1508,2018-12-05,415,302
1509,2018-12-06,432,285
1510,2018-12-10,437,282
1511,2018-12-11,437,278
1512,2018-12-12,437,275
1513,2018-12-13,450,272
1514,2018-12-14,475,262
1515,2018-12-17,475,259
1516,2018-12-18,452,255
1517,2018-12-19,470,252
1518,2018-12-20,471,251
1519,2018-12-21,447,248
1520,2018-12-24,447,246
1521,2018-12-26,451,245
1522,2018-12-27,430,242
1523,2018-12-28,439,242
1524,2018-12-31,436,240
1525,2019-01-02,466,239
1526,2019-01-03,489,238
1527,2019-01-04,489,236
1528,2019-01-07,491,236
1529,2019-01-08,491,235
1530,2019-01-09,503,235
1531,2019-01-10,507,235
1532,2019-01-11,495,235
1533,2019-01-14,495,234
1534,2019-01-15,495,233
1535,2019-01-16,478,233
1536,2019-01-17,417,235
1537,2019-01-18,433,236
1538,2019-01-21,433,237
1539,2019-01-22,433,239
1540,2019-01-23,417,240
1541,2019-01-24,439,241
1542,2019-01-25,439,243
1543,2019-01-28,453,244
1544,2019-01-29,453,246
1545,2019-01-30,453,248
1546,2019-01-31,473,250
1547,2019-02-01,471,252
1548,2019-02-07,463,256
1549,2019-02-08,463,255
1550,2019-02-11,444,256
1551,2019-02-12,441,257
1552,2019-02-13,441,257
1553,2019-02-14,409,262
1554,2019-02-15,399,261
1555,2019-02-18,399,262
1556,2019-02-19,424,256
1557,2019-02-20,424,257
1558,2019-02-21,453,260
1559,2019-02-22,405,260
1560,2019-02-25,434,261
1561,2019-02-26,434,262
1562,2019-02-27,434,262
1563,2019-02-28,453,259
1564,2019-03-04,449,262
1565,2019-03-05,449,262
1566,2019-03-06,449,263
1567,2019-03-07,439,263
1568,2019-03-08,412,263
1569,2019-03-11,414,262
1570,2019-03-12,419,262
1571,2019-03-13,419,261
1572,2019-03-14,405,257
1573,2019-03-15,395,257
1574,2019-03-18,395,257
1575,2019-03-19,395,257
1576,2019-03-20,405,257
1577,2019-03-21,437,258
1578,2019-03-22,434,262
1579,2019-03-25,434,258
1580,2019-03-26,429,259
1581,2019-03-27,429,259
1582,2019-03-28,450,259
1583,2019-03-29,446,260
1584,2019-04-01,446,262
1585,2019-04-02,446,268
1586,2019-04-03,446,268
1587,2019-04-04,485,268
1588,2019-04-05,482,234
1589,2019-04-08,487,234
1590,2019-04-09,494,235
1591,2019-04-10,494,235
1592,2019-04-11,537,235
1593,2019-04-12,538,235
1594,2019-04-15,524,235
1595,2019-04-16,524,236
1596,2019-04-17,501,237
1597,2019-04-18,458,237
1598,2019-04-19,444,237
1599,2019-04-22,444,238
1600,2019-04-23,444,239
1601,2019-04-24,444,239
1602,2019-04-25,439,239
1603,2019-04-26,422,239
1604,2019-04-29,422,240
1605,2019-04-30,427,245
1606,2019-05-02,421,247
1607,2019-05-03,402,249
1608,2019-05-07,417,251
1609,2019-05-08,417,253
1610,2019-05-09,417,258
1611,2019-05-10,417,258
1612,2019-05-13,412,258
1613,2019-05-14,412,259
1614,2019-05-15,412,260
1615,2019-05-16,418,265
1616,2019-05-17,405,266
1617,2019-05-20,406,266
1618,2019-05-21,406,268
1619,2019-05-22,406,267
1620,2019-05-23,411,270
1621,2019-05-24,411,272
1622,2019-05-27,382,270
1623,2019-05-28,391,270
1624,2019-05-29,387,275
1625,2019-05-30,378,274
1626,2019-05-31,378,271
1627,2019-06-03,359,274
1628,2019-06-04,367,266
1629,2019-06-05,367,266
1630,2019-06-07,326,263
1631,2019-06-10,326,263
1632,2019-06-11,326,304
1633,2019-06-12,326,310
1634,2019-06-13,300,333
1635,2019-06-14,301,333
1636,2019-06-17,300,330
1637,2019-06-18,291,327
1638,2019-06-19,288,325
1639,2019-06-20,271,295
1640,2019-06-21,271,294
1641,2019-06-24,280,293
1642,2019-06-25,268,391
1643,2019-06-26,265,359
1644,2019-06-27,257,369
1645,2019-06-28,257,363
1646,2019-07-01,249,363
1647,2019-07-02,247,376
1648,2019-07-03,247,376
1649,2019-07-04,244,377
1650,2019-07-05,232,378
1651,2019-07-08,235,371
1652,2019-07-09,235,359
1653,2019-07-10,235,360
1654,2019-07-11,232,360
1655,2019-07-12,228,375
1656,2019-07-15,228,375
1657,2019-07-16,228,371
1658,2019-07-17,228,371
1659,2019-07-18,211,371
1660,2019-07-19,211,371
1661,2019-07-22,211,372
1662,2019-07-23,211,368
1663,2019-07-24,211,377
1664,2019-07-25,215,372
1665,2019-07-26,215,376
1666,2019-07-29,224,380
1667,2019-07-30,224,376
1668,2019-07-31,215,375
1669,2019-08-01,211,410
1670,2019-08-02,211,414
1671,2019-08-05,212,410
1672,2019-08-06,212,412
1673,2019-08-07,212,413
1674,2019-08-08,212,478
1675,2019-08-09,212,481
1676,2019-08-12,212,482
1677,2019-08-13,212,486
1678,2019-08-14,212,473
1679,2019-08-16,212,472
1680,2019-08-19,212,473
1681,2019-08-20,202,494
1682,2019-08-21,202,501
1683,2019-08-22,210,495
1684,2019-08-23,208,493
1685,2019-08-26,212,490
1686,2019-08-27,212,487
1687,2019-08-28,212,487
1688,2019-08-29,212,499
1689,2019-08-30,209,514
1690,2019-09-02,209,518
1691,2019-09-03,208,523
1692,2019-09-04,211,524
1693,2019-09-05,208,523
1694,2019-09-06,212,521
1695,2019-09-09,212,523
1696,2019-09-10,212,517
1697,2019-09-11,212,512
1698,2019-09-16,212,495
1699,2019-09-17,212,494
1700,2019-09-18,212,496
1701,2019-09-19,204,499
1702,2019-09-20,204,501
1703,2019-09-23,202,501
1704,2019-09-24,204,499
1705,2019-09-25,204,501
1706,2019-09-26,212,501
1707,2019-09-27,212,504
1708,2019-09-30,211,484
1709,2019-10-01,211,484
1710,2019-10-02,207,486
1711,2019-10-04,202,487
1712,2019-10-07,198,487
1713,2019-10-08,198,490
1714,2019-10-10,207,488
1715,2019-10-11,207,487
1716,2019-10-14,211,486
1717,2019-10-15,211,482
1718,2019-10-16,211,466
1719,2019-10-17,211,462
1720,2019-10-18,211,421
1721,2019-10-21,211,419
1722,2019-10-22,208,417
1723,2019-10-23,208,415
1724,2019-10-24,208,413
1725,2019-10-25,208,413
1726,2019-10-28,208,413
1727,2019-10-29,208,413
1728,2019-10-30,208,414
1729,2019-10-31,208,417
1730,2019-11-01,205,420
1731,2019-11-04,207,423
1732,2019-11-05,207,425
1733,2019-11-06,207,425
1734,2019-11-07,207,423
1735,2019-11-08,207,420
1736,2019-11-11,207,417
1737,2019-11-12,207,411
1738,2019-11-13,207,405
1739,2019-11-14,208,395
1740,2019-11-15,207,390
1741,2019-11-18,207,386
1742,2019-11-19,207,382
1743,2019-11-20,207,377
1744,2019-11-21,212,369
1745,2019-11-22,212,364
1746,2019-11-25,212,359
1747,2019-11-26,212,349
1748,2019-11-27,212,345
1749,2019-11-28,212,334
1750,2019-11-29,212,330
1751,2019-12-02,212,329
1752,2019-12-03,212,326
1753,2019-12-04,212,320
1754,2019-12-05,228,303
1755,2019-12-09,232,296
1756,2019-12-10,232,294
1757,2019-12-11,232,291
1758,2019-12-12,224,287
1759,2019-12-13,229,274
1760,2019-12-16,229,270
1761,2019-12-17,229,266
1762,2019-12-18,229,264
1763,2019-12-19,226,261
1764,2019-12-20,226,255
1765,2019-12-23,227,254
1766,2019-12-24,207,252
1767,2019-12-26,207,250
1768,2019-12-27,207,249
1769,2019-12-30,207,245
1770,2019-12-31,207,244
1771,2020-01-02,198,243
1772,2020-01-03,215,241
1773,2020-01-06,215,239
1774,2020-01-07,215,235
1775,2020-01-08,215,234
1776,2020-01-09,215,235
1777,2020-01-10,198,237
1778,2020-01-13,215,237
1779,2020-01-14,215,238
1780,2020-01-15,215,237
1781,2020-01-16,210,236
1782,2020-01-17,210,236
1783,2020-01-20,238,237
1784,2020-01-21,238,238
1785,2020-01-22,238,239
1786,2020-01-23,238,240
1787,2020-01-28,248,240
1788,2020-01-29,233,241
1789,2020-01-30,233,246
1790,2020-01-31,248,246
1791,2020-02-03,233,246
1792,2020-02-04,233,248
1793,2020-02-05,233,249
1794,2020-02-06,233,255
1795,2020-02-07,233,256
1796,2020-02-10,228,256
1797,2020-02-11,228,256
1798,2020-02-12,228,260
1799,2020-02-13,233,261
1800,2020-02-14,228,263
1801,2020-02-17,233,262
1802,2020-02-18,228,262
1803,2020-02-19,288,256
1804,2020-02-20,292,257
1805,2020-02-21,292,258
1806,2020-02-24,300,258
1807,2020-02-25,300,259
1808,2020-02-26,300,260
1809,2020-02-27,314,260
1810,2020-02-28,407,257
1811,2020-03-02,411,259
1812,2020-03-03,398,260
1813,2020-03-04,398,260
1814,2020-03-05,528,260
1815,2020-03-06,528,260
1816,2020-03-09,519,260
1817,2020-03-10,519,260
1818,2020-03-11,519,259
1819,2020-03-12,468,259
1820,2020-03-13,454,260
1821,2020-03-16,471,258
1822,2020-03-17,478,258
1823,2020-03-18,481,260
1824,2020-03-19,462,259
1825,2020-03-20,429,257
1826,2020-03-23,455,257
1827,2020-03-24,455,258
1828,2020-03-25,455,258
1829,2020-03-26,457,261
1830,2020-03-27,445,261
1831,2020-03-30,457,262
1832,2020-03-31,457,269
1833,2020-04-01,457,269
1834,2020-04-02,451,268
1835,2020-04-03,457,263
1836,2020-04-06,457,263
1837,2020-04-07,457,262
1838,2020-04-08,431,262
1839,2020-04-09,392,261
1840,2020-04-10,418,260
1841,2020-04-13,439,260
1842,2020-04-14,435,266
1843,2020-04-16,431,265
1844,2020-04-17,431,265
1845,2020-04-20,445,265
1846,2020-04-21,445,265
1847,2020-04-22,445,266
1848,2020-04-23,457,265
1849,2020-04-24,454,266
1850,2020-04-27,454,272
1851,2020-04-28,454,274
1852,2020-04-29,454,275
1853,2020-05-04,462,277
1854,2020-05-06,462,279
1855,2020-05-07,461,283
1856,2020-05-08,461,284
1857,2020-05-11,461,286
1858,2020-05-12,461,289
1859,2020-05-13,461,292
1860,2020-05-14,471,305
1861,2020-05-15,471,307
1862,2020-05-18,477,309
1863,2020-05-19,477,311
1864,2020-05-20,477,314
1865,2020-05-21,467,316
1866,2020-05-22,455,316
1867,2020-05-25,455,317
1868,2020-05-26,459,318
1869,2020-05-27,459,324
1870,2020-05-28,445,324
1871,2020-05-29,431,324
1872,2020-06-01,427,329
1873,2020-06-02,427,336
1874,2020-06-03,427,336
1875,2020-06-04,409,337
1876,2020-06-05,395,323
1877,2020-06-08,378,321
1878,2020-06-09,378,354
1879,2020-06-10,375,388
1880,2020-06-11,402,386
1881,2020-06-12,395,382
1882,2020-06-15,392,380
1883,2020-06-16,392,383
1884,2020-06-17,391,385
1885,2020-06-18,374,350
1886,2020-06-19,359,347
1887,2020-06-22,359,439
1888,2020-06-23,359,437
1889,2020-06-24,359,438
1890,2020-06-25,331,449
1891,2020-06-26,331,442
1892,2020-06-29,317,443
1893,2020-06-30,317,450
1894,2020-07-01,317,449
1895,2020-07-02,314,445
1896,2020-07-03,314,445
1897,2020-07-06,314,438
1898,2020-07-07,317,406
1899,2020-07-08,317,408
1900,2020-07-09,317,410
1901,2020-07-10,317,419
1902,2020-07-13,309,419
1903,2020-07-14,317,418
1904,2020-07-15,308,395
1905,2020-07-16,291,411
1906,2020-07-17,281,413
1907,2020-07-20,278,417
1908,2020-07-21,278,419
1909,2020-07-22,278,418
1910,2020-07-23,275,409
1911,2020-07-24,264,407
1912,2020-07-27,261,418
1913,2020-07-28,252,416
1914,2020-07-29,252,406
1915,2020-07-30,196,405
1916,2020-07-31,196,424
1917,2020-08-03,201,427
1918,2020-08-04,207,419
1919,2020-08-05,209,422
1920,2020-08-06,209,508
1921,2020-08-07,209,516
1922,2020-08-10,209,520
1923,2020-08-11,209,523
1924,2020-08-12,209,522
1925,2020-08-13,209,510
1926,2020-08-14,249,496
1927,2020-08-18,259,495
1928,2020-08-19,261,490
1929,2020-08-20,264,490
1930,2020-08-21,264,518
1931,2020-08-24,256,512
1932,2020-08-25,248,505
1933,2020-08-26,248,486
1934,2020-08-27,255,478
1935,2020-08-28,255,470
1936,2020-08-31,252,484
1937,2020-09-01,255,486
1938,2020-09-02,255,500
1939,2020-09-03,264,505
1940,2020-09-04,264,512
1941,2020-09-07,264,512
1942,2020-09-08,264,511
1943,2020-09-09,264,510
1944,2020-09-10,282,512
1945,2020-09-11,282,500
1946,2020-09-14,279,497
1947,2020-09-15,279,492
1948,2020-09-16,279,493
1949,2020-09-17,279,496
1950,2020-09-18,279,505
1951,2020-09-21,278,505
1952,2020-09-22,278,506
1953,2020-09-23,278,507
1954,2020-09-24,275,511
1955,2020-09-25,277,518
1956,2020-09-28,277,519
1957,2020-09-29,277,487
1958,2020-10-05,278,482
1959,2020-10-06,278,466
1960,2020-10-07,278,464
1961,2020-10-08,278,462
1962,2020-10-12,278,459
1963,2020-10-13,278,457
1964,2020-10-14,282,437
1965,2020-10-15,277,433
1966,2020-10-16,277,428
1967,2020-10-19,277,428
1968,2020-10-20,277,426
1969,2020-10-21,277,427
1970,2020-10-22,277,427
1971,2020-10-23,277,426
1972,2020-10-26,277,426
1973,2020-10-27,277,424
1974,2020-10-28,277,423
1975,2020-10-29,279,423
1976,2020-10-30,279,424
1977,2020-11-02,279,425
1978,2020-11-03,279,425
1979,2020-11-04,279,424
1980,2020-11-05,278,421
1981,2020-11-06,278,419
1982,2020-11-09,278,417
1983,2020-11-10,278,414
1984,2020-11-11,278,410
1985,2020-11-12,287,398
1986,2020-11-13,287,396
1987,2020-11-16,294,391
1988,2020-11-17,294,388
1989,2020-11-18,294,383
1990,2020-11-19,294,371
1991,2020-11-20,294,367
1992,2020-11-23,294,364
1993,2020-11-24,294,363
1994,2020-11-25,294,353
1995,2020-11-26,295,341
1996,2020-11-27,295,337
1997,2020-11-30,295,333
1998,2020-12-01,295,332
1999,2020-12-02,295,330
2000,2020-12-03,302,308
2001,2020-12-07,302,299
2002,2020-12-08,304,293
2003,2020-12-09,304,291
2004,2020-12-10,307,289
2005,2020-12-11,307,280
2006,2020-12-14,270,275
2007,2020-12-15,270,269
2008,2020-12-16,286,265
2009,2020-12-17,292,264
2010,2020-12-18,292,257
2011,2020-12-21,294,256
2012,2020-12-22,284,256
2013,2020-12-23,284,257
2014,2020-12-24,284,255
2015,2020-12-28,282,251
2016,2020-12-29,282,253
2017,2020-12-30,292,253
2018,2020-12-31,292,253
2019,2021-01-04,295,251
2020,2021-01-05,295,245
2021,2021-01-06,295,244
2022,2021-01-07,295,243
2023,2021-01-08,295,242
2024,2021-01-11,295,244
2025,2021-01-12,295,242
2026,2021-01-13,295,241
2027,2021-01-14,295,240
2028,2021-01-15,295,235
2029,2021-01-18,313,234
2030,2021-01-19,313,237
2031,2021-01-20,313,238
2032,2021-01-21,313,240
2033,2021-01-22,320,240
2034,2021-01-25,475,241
2035,2021-01-26,475,246
2036,2021-01-27,475,247
2037,2021-01-28,475,248
2038,2021-01-29,475,248
2039,2021-02-01,492,250
2040,2021-02-02,494,258
2041,2021-02-03,494,261
2042,2021-02-04,508,264
2043,2021-02-05,508,265
2044,2021-02-08,542,267
2045,2021-02-09,542,267
2046,2021-02-10,557,268
2047,2021-02-15,578,271
2048,2021-02-16,578,270
2049,2021-02-17,581,261
2050,2021-02-18,591,262
2051,2021-02-19,591,263
2052,2021-02-22,553,264
2053,2021-02-23,553,265
2054,2021-02-24,578,267
2055,2021-02-25,552,267
2056,2021-02-26,552,268
2057,2021-03-02,552,267
2058,2021-03-03,552,269
2059,2021-03-04,553,271
2060,2021-03-05,553,271
2061,2021-03-08,516,271
2062,2021-03-09,517,271
2063,2021-03-10,517,271
2064,2021-03-11,564,272
2065,2021-03-12,551,272
2066,2021-03-15,575,273
2067,2021-03-16,568,271
2068,2021-03-17,568,271
