,Date,Rain,Wind,Sup,Temp,Oil,sobimul,nongmul
528,2013-06-12,6.5,2.2,85.4,20.5,,,
529,2013-06-13,0,1.9,70.5,23,,,
530,2013-06-14,0,2.3,62.3,24.6,,,
531,2013-06-15,0,2.6,58.4,24.6,,,
532,2013-06-16,0,2.8,69.8,22.5,,,
533,2013-06-17,0.5,2.2,76.8,22.3,,,
534,2013-06-18,12,1.9,90.1,21.7,,,
535,2013-06-19,0.1,1.6,71.1,24.3,,,
536,2013-06-20,0,1.8,58.5,25.8,,,
537,2013-06-21,0,1.9,57.5,26.6,,,
538,2013-06-22,0,2.5,63.9,25.1,,,
539,2013-06-23,0.3,3.2,69.6,22.9,,,
540,2013-06-24,0,2.3,66.6,23.5,,,
541,2013-06-25,0,2.1,58.6,25.1,,,
542,2013-06-26,0,2.6,59.8,24.5,,,
543,2013-06-27,0,2.5,63.1,25.1,,,
544,2013-06-28,1.5,2.3,61.1,25.5,,,
545,2013-06-29,0,1.8,54.8,27.2,,,
546,2013-06-30,0.2,2,60.4,27.7,,,
547,2013-07-01,0,2.7,58.4,27.1,1729.69,,
548,2013-07-02,51.5,4.6,82.5,24.3,,,
549,2013-07-03,0,3.8,69.1,25.2,,,
550,2013-07-04,32.5,3.5,84.3,24.9,,,
551,2013-07-05,1,2.7,73.4,25.6,,,
552,2013-07-06,0,2.7,73,25.2,,,
553,2013-07-07,3,1.8,78.8,24.9,,,
554,2013-07-08,68,3.5,88.6,24.3,,,
555,2013-07-09,6.5,3.2,87.3,24.5,,,
556,2013-07-10,1,3.9,82.8,25.3,,,
557,2013-07-11,14,4.1,86,24.6,,,
558,2013-07-12,74,4.9,88.4,23.6,,,
559,2013-07-13,165,1.7,90.1,24.2,,,
560,2013-07-14,23,3.7,90.9,24.1,,,
561,2013-07-15,3.5,3.5,80.1,26.5,,,
562,2013-07-16,1.5,4.5,70.4,26.9,,,
563,2013-07-17,18.5,3.7,89.1,24.2,,,
564,2013-07-18,26.5,1.9,85.6,25.1,,,
565,2013-07-19,0,3.2,72,26.8,,,
566,2013-07-20,1,4.2,72.4,27,,,
567,2013-07-21,0.5,4.8,78.8,26.8,,,
568,2013-07-22,84.5,3.1,81,26.4,,,
569,2013-07-23,56.5,3.8,87.3,25.7,,,
570,2013-07-24,11.5,4.6,79,24.7,,,
571,2013-07-25,0,3.7,71.8,26,,,
572,2013-07-26,0,2.9,70.9,26.5,,,
573,2013-07-27,0.2,2.2,67.8,26.2,,,
574,2013-07-28,11,2.1,85.5,25.3,,,
575,2013-07-29,3.5,3.4,82.3,26.5,,,
576,2013-07-30,9.5,2.2,73.9,26.3,,,
577,2013-07-31,8.5,3.3,75.4,26.4,,,
578,2013-08-01,0,1.7,67.3,28,1743.62,,
579,2013-08-02,7.5,2,80.4,27.4,,,
580,2013-08-03,0.1,3.7,72.3,28.9,,,
581,2013-08-04,4.5,2.4,76.4,28.3,,,
582,2013-08-05,7,3.2,78.9,27.7,,,
583,2013-08-06,45,2.4,80.8,26.4,,,
584,2013-08-07,0,2.3,73.8,28.7,,,
585,2013-08-08,0,3.7,73.5,29.3,,,
586,2013-08-09,0,4.1,79.9,29.2,,,
587,2013-08-10,2,2.4,82.4,28,,,
588,2013-08-11,0,2.1,71.8,28.7,,,
589,2013-08-12,0,2.8,69.8,29.3,,,
590,2013-08-13,0,2.9,65.6,29,,,
591,2013-08-14,0,2.5,67.1,28.6,,,
592,2013-08-15,0,3.1,71.5,28.7,,,
593,2013-08-16,4.5,3.7,71.8,28.7,,,
594,2013-08-17,0,4.8,69.6,28.7,,,
595,2013-08-18,13,4.1,72.8,28.3,,,
596,2013-08-19,6,2.6,68.9,28.2,,,
597,2013-08-20,0,1.7,62,27.4,,,
598,2013-08-21,0,2.4,54.9,28.8,,,
599,2013-08-22,0,2.3,58.6,29.3,,,
600,2013-08-23,35,2.4,78.9,25.7,,,
601,2013-08-24,0,1.8,60.4,26.6,,,
602,2013-08-25,0,1.6,52.3,27.1,,,
603,2013-08-26,0,2.4,52.3,27,,,
604,2013-08-27,0,2.6,61.6,25.6,,,
605,2013-08-28,0,2.7,59.4,26.4,,,
606,2013-08-29,21.5,4.2,79.1,25.5,,,
607,2013-08-30,0,3.3,69.6,25.1,,,
608,2013-08-31,2.5,2.1,65.8,24,,,
609,2013-09-01,0,2,54.6,23.5,1734.29,,
610,2013-09-02,0,2.1,49.9,22.4,,,
611,2013-09-03,0,2,43.5,21.7,,,
612,2013-09-04,0,2.2,46.5,22,,,
613,2013-09-05,0,2.7,52.9,21.2,,,
614,2013-09-06,0,2.3,59.6,20.8,,,
615,2013-09-07,0,2.1,61.8,21.9,,,
616,2013-09-08,0,1.7,63.4,22.9,,,
617,2013-09-09,0,1.8,67,23,,,
618,2013-09-10,11.5,1.7,76.3,22,,,
619,2013-09-11,36.5,2.3,90.6,20.1,,,
620,2013-09-12,0.5,1.6,80.4,23,,,
621,2013-09-13,50,2.4,87.5,22.9,,,
622,2013-09-14,11.5,1.9,81.1,23.1,,,
623,2013-09-15,0,2,59.5,23.4,,,
624,2013-09-16,0,2.1,49.3,20.9,,,
625,2013-09-17,0,1.5,48.4,22.6,,,
626,2013-09-18,0,1.6,54,24.4,,,
627,2013-09-19,0,2.7,56,24.7,,,
628,2013-09-20,0,1.9,71.5,23.4,,,
629,2013-09-21,0,1.7,66.9,23.8,,,
630,2013-09-22,0,4.2,54.9,23.1,,,
631,2013-09-23,0,2.5,55.6,23.8,,,
632,2013-09-24,4.5,2.9,81.8,22,,,
633,2013-09-25,0,3.4,57.3,19.5,,,
634,2013-09-26,0,2.6,36.9,17.3,,,
635,2013-09-27,0,1.8,50.9,17.9,,,
636,2013-09-28,4,2.2,70.6,17.4,,,
637,2013-09-29,19,2.7,86.1,17.2,,,
638,2013-09-30,1,2.5,71.8,20.7,,,
639,2013-10-01,0,2.3,66.8,21.6,1708.68,,
640,2013-10-02,0,3.2,58.6,19.4,,,
641,2013-10-03,0,2.4,49.1,16.3,,,
642,2013-10-04,0,1.7,54.6,17.4,,,
643,2013-10-05,0,1.9,48,20,,,
644,2013-10-06,0,4,53.5,20.8,,,
645,2013-10-07,0,2.5,65.9,22.8,,,
646,2013-10-08,3,2.3,83.4,20,,,
647,2013-10-09,0,1.9,63.9,20.5,,,
648,2013-10-10,0,2.2,71,21.1,,,
649,2013-10-11,6.5,5,57.5,18.1,,,
650,2013-10-12,0,2.7,53.8,16.4,,,
651,2013-10-13,0,1.5,62,17.3,,,
652,2013-10-14,0,2.4,63.6,18.3,,,
653,2013-10-15,3.5,2.9,79.4,12,,,
654,2013-10-16,0,1.8,53.1,11.2,,,
655,2013-10-17,0,1.8,55.5,12.4,,,
656,2013-10-18,0,1.8,54.8,13.6,,,
657,2013-10-19,0,2.2,59.1,14.6,,,
658,2013-10-20,0,2.3,60.1,16.7,,,
659,2013-10-21,0,2.8,50.3,16.2,,,
660,2013-10-22,0,3.8,46.1,15.9,,,
661,2013-10-23,0,2.9,49.1,16.2,,,
662,2013-10-24,0,3.2,50.8,13.1,,,
663,2013-10-25,0,3.8,41.9,9.3,,,
664,2013-10-26,0,1.9,50.5,10,,,
665,2013-10-27,0,2,56.3,11.4,,,
666,2013-10-28,0,1.4,65.5,11.6,,,
667,2013-10-29,0.5,2.6,71.3,12.7,,,
668,2013-10-30,0,2,58.9,10.5,,,
669,2013-10-31,0,1.7,54.9,11.7,,,
670,2013-11-01,0,1.5,50.8,14.8,1692.86,,
671,2013-11-02,7.5,1.6,79.8,11.6,,,
672,2013-11-03,0,1.7,80.3,11.9,,,
673,2013-11-04,0,1.8,70.3,12.6,,,
674,2013-11-05,0,1.8,64.3,12.3,,,
675,2013-11-06,1,2.3,77.5,12.2,,,
676,2013-11-07,0.1,4,52.9,12.2,,,
677,2013-11-08,0,1.6,43.4,9,,,
678,2013-11-09,5.5,2.4,62.1,11.6,,,
679,2013-11-10,0,4.3,45.3,5.5,,,
680,2013-11-11,0,2.8,32.9,2.6,,,
681,2013-11-12,0,2.7,36.1,3.4,,,
682,2013-11-13,0,1.7,43.5,4.8,,,
683,2013-11-14,1,1.9,55.1,6.7,,,
684,2013-11-15,2,1.8,78.3,8.2,,,
685,2013-11-16,2,2.6,72,7,,,
686,2013-11-17,1,4.2,58.1,5.2,,,
687,2013-11-18,0,5.2,53.6,1.1,,,
688,2013-11-19,0,4.4,53.9,1.1,,,
689,2013-11-20,0,3.2,38.8,1.5,,,
690,2013-11-21,0,2.4,48.8,2.6,,,
691,2013-11-22,0,1.9,57.9,4.6,,,
692,2013-11-23,0,1.7,64.6,7.1,,,
693,2013-11-24,14,3.5,74.3,7.3,,,
694,2013-11-25,9.5,6.1,64.6,4.7,,,
695,2013-11-26,1.5,2.5,60.9,2.1,,,
696,2013-11-27,1.7,3.4,66.8,0,,,
697,2013-11-28,0,2.9,48.9,-3.8,,,
698,2013-11-29,0,1.8,52.9,-0.7,,,
699,2013-11-30,0,2.4,56.9,5.3,,,
700,2013-12-01,0,2.1,66.9,4.5,1699.13,,
701,2013-12-02,0,1.4,64.3,3.9,,,
702,2013-12-03,0,1.6,62.6,6.7,,,
703,2013-12-04,0,1.8,72.8,5.5,,,
704,2013-12-05,0,2.4,73.4,5.5,,,
705,2013-12-06,0,2.7,42.6,3,,,
706,2013-12-07,0.1,1.9,60.8,6.2,,,
707,2013-12-08,0,2.8,75.3,4.2,,,
708,2013-12-09,14,3.1,83.1,3.8,,,
709,2013-12-10,0,3.2,56.1,0.3,,,
710,2013-12-11,2.6,3.9,64.1,-1.7,,,
711,2013-12-12,4.1,2.7,69.9,-3.2,,,
712,2013-12-13,0,2.4,47.5,-6.8,,,
713,2013-12-14,1.1,1.5,65.4,-4.9,,,
714,2013-12-15,0,1.9,48.1,-4.4,,,
715,2013-12-16,0,1.8,52.6,-3.6,,,
716,2013-12-17,0,1.5,52.4,-0.3,,,
717,2013-12-18,0.8,2.4,65.1,2.2,,,
718,2013-12-19,0.3,4,60.6,-3.5,,,
719,2013-12-20,0,2.6,56.3,-4,,,
720,2013-12-21,0,1.8,56.4,-3.1,,,
721,2013-12-22,0,1.9,57.5,-2.1,,,
722,2013-12-23,0,2.2,57.1,-1.1,,,
723,2013-12-24,0,1.7,58,-1.6,,,
724,2013-12-25,0,1.8,60.4,-0.5,,,
725,2013-12-26,1.6,2.6,67.8,-0.5,,,
726,2013-12-27,0,3.4,49.5,-6.8,,,
727,2013-12-28,0,2.5,44.1,-6.5,,,
728,2013-12-29,0.1,2.1,59.8,-2.9,,,
729,2013-12-30,0,2.9,55.4,2.2,,,
730,2013-12-31,0,3.6,58.8,3.8,,,
731,2014-01-01,0,3.7,51.3,4,1705.09,1.3,-0.6
732,2014-01-02,0,2,35.4,1.5,,,
733,2014-01-03,0,2.5,54.4,2.3,,,
734,2014-01-04,0,2.4,47.1,-0.1,,,
735,2014-01-05,0,1.9,48.4,-0.8,,,
736,2014-01-06,0,1.6,50.4,0.8,,,
737,2014-01-07,0,1.7,56,3,,,
738,2014-01-08,0,3.3,56.6,0.5,,,
739,2014-01-09,0,3.6,26.3,-7.8,,,
740,2014-01-10,0,2,48.6,-4.7,,,
741,2014-01-11,0,1.9,44.1,-1.7,,,
742,2014-01-12,0,3.4,43.5,-2.4,,,
743,2014-01-13,0,2.9,26,-6.2,,,
744,2014-01-14,0,2.2,33.8,-4.3,,,
745,2014-01-15,0,1.7,42,-2.9,,,
746,2014-01-16,0,1.9,59.9,0.1,,,
747,2014-01-17,0,1.6,55.9,-0.1,,,
748,2014-01-18,0,3.1,42.4,-2.2,,,
749,2014-01-19,0,1.9,44.8,-2.6,,,
750,2014-01-20,5.3,3.2,83.3,-1.5,,,
751,2014-01-21,0.7,2.4,62.6,-5.5,,,
752,2014-01-22,0,1.6,60,-3.9,,,
753,2014-01-23,0,2.1,65.6,-0.8,,,
754,2014-01-24,0,2.6,64.4,3,,,
755,2014-01-25,3,2.4,74.4,4.2,,,
756,2014-01-26,0,2.7,42.1,-2.1,,,
757,2014-01-27,0,2.6,48,0.2,,,
758,2014-01-28,0.5,2.9,52.8,1.5,,,
759,2014-01-29,0,2.2,40.1,2.2,,,
760,2014-01-30,3.5,3,66.1,4,,,
761,2014-01-31,0,2.2,26.1,1.3,,,
762,2014-02-01,11,3.4,63.8,4.9,1698.49,,
763,2014-02-02,0.5,2,91.6,4.9,,,
764,2014-02-03,0,4.3,38.5,-3.5,,,
765,2014-02-04,0,3.4,25.9,-7.4,,,
766,2014-02-05,0,2,27.5,-4.8,,,
767,2014-02-06,0,1.7,29.8,-1.3,,,
768,2014-02-07,0,4.8,47.3,2.4,,,
769,2014-02-08,4.3,4.3,79.4,0.2,,,
770,2014-02-09,0.2,2.7,76.5,-1.6,,,
771,2014-02-10,0.2,2.5,55,-0.1,,,
772,2014-02-11,0,3.2,42.1,0.2,,,
773,2014-02-12,0,2.5,49.3,1.2,,,
774,2014-02-13,0,2.2,46.1,1.9,,,
775,2014-02-14,0,3.1,47.3,2.7,,,
776,2014-02-15,0,2.7,54.6,2.7,,,
777,2014-02-16,0,1.7,53.3,2.8,,,
778,2014-02-17,0,2,45.5,4.2,,,
779,2014-02-18,0,3.5,45.9,2.5,,,
780,2014-02-19,0,2.6,48.6,2.1,,,
781,2014-02-20,0,2.8,61.5,1.2,,,
782,2014-02-21,0,2.6,49.1,0.9,,,
783,2014-02-22,0,2.1,49.3,2.2,,,
784,2014-02-23,0,2.1,50.6,3.1,,,
785,2014-02-24,0,2.3,58,4.1,,,
786,2014-02-25,0,2,59.9,5.7,,,
787,2014-02-26,0,1.9,44.9,8.4,,,
788,2014-02-27,0,2.8,55.4,7.7,,,
789,2014-02-28,0,2.3,58.8,6.7,,,
790,2014-03-01,0,2.6,61.1,6,1696.03,,
791,2014-03-02,0,3,46.4,4.5,,,
792,2014-03-03,0,2,34.4,5.2,,,
793,2014-03-04,0,2.9,48,6.3,,,
794,2014-03-05,0,4.4,44.8,1.4,,,
795,2014-03-06,0,3.6,43.4,0.3,,,
796,2014-03-07,0,3.8,45.9,-0.6,,,
797,2014-03-08,0,2.5,55,2,,,
798,2014-03-09,2.2,3.6,56.4,1.4,,,
799,2014-03-10,0,3,50.4,1.5,,,
800,2014-03-11,0,2.8,65,4.5,,,
801,2014-03-12,0.2,1.5,75.8,6.9,,,
802,2014-03-13,0,4,54.5,5.2,,,
803,2014-03-14,0,3.6,54.6,3.4,,,
804,2014-03-15,0,4,66.8,6.8,,,
805,2014-03-16,0,2.3,68.3,11.3,,,
806,2014-03-17,0.5,3.5,79,12.6,,,
807,2014-03-18,0.4,3.5,75.3,10.5,,,
808,2014-03-19,0,2.9,65.5,9.6,,,
809,2014-03-20,0.4,3.2,71.3,6.3,,,
810,2014-03-21,0,3.4,52.5,5.9,,,
811,2014-03-22,0,2.5,63.5,8.6,,,
812,2014-03-23,0,3,63.6,9.6,,,
813,2014-03-24,0,3.5,60.5,10.9,,,
814,2014-03-25,0,2.7,75.9,14.6,,,
815,2014-03-26,0,2.8,64.6,15.4,,,
816,2014-03-27,0,2.8,68.9,13.5,,,
817,2014-03-28,0,2.6,57.3,16.6,,,
818,2014-03-29,3.5,2.5,73.4,15,,,
819,2014-03-30,0,3.1,63.5,14.9,,,
820,2014-03-31,0,2.3,49.3,14.5,,,
821,2014-04-01,0,2.4,33.8,15.6,1688.93,,
822,2014-04-02,0,2.7,30,15.5,,,
823,2014-04-03,0.5,3.1,63,10.2,,,
824,2014-04-04,0,3.4,52.6,6.6,,,
825,2014-04-05,0,3,60.5,6.2,,,
826,2014-04-06,0,4,50.6,7.4,,,
827,2014-04-07,0,3.4,64.9,10.3,,,
828,2014-04-08,0,2.6,60.9,11.9,,,
829,2014-04-09,0,3,85.3,10.3,,,
830,2014-04-10,0,2.4,71.5,12.5,,,
831,2014-04-11,0,2.8,69.5,13.6,,,
832,2014-04-12,0,1.7,68.8,14.3,,,
833,2014-04-13,0,2.2,54.9,17.2,,,
834,2014-04-14,0,2.7,53.3,16.3,,,
835,2014-04-15,0,3.2,80.1,12.9,,,
836,2014-04-16,0,1.8,81,14,,,
837,2014-04-17,3,1.9,67.4,14.7,,,
838,2014-04-18,0,2.6,59.9,15.9,,,
839,2014-04-19,0,4.5,56,14,,,
840,2014-04-20,0,3.4,54.4,14.6,,,
841,2014-04-21,0,3,55.1,15.1,,,
842,2014-04-22,0,2.8,43.1,16,,,
843,2014-04-23,0,2.5,49.4,17.2,,,
844,2014-04-24,0,2,49,18.6,,,
845,2014-04-25,0,2.2,32.5,19,,,
846,2014-04-26,0,2.4,38.9,18.7,,,
847,2014-04-27,8.5,2.3,86.6,15.6,,,
848,2014-04-28,13.5,4.6,91.6,13.6,,,
849,2014-04-29,5.5,4,69.5,15,,,
850,2014-04-30,0,2.1,62.1,16.1,,,
851,2014-05-01,0,3.2,60.5,16,1680.9,,
852,2014-05-02,1,3.6,70.9,15.7,,,
853,2014-05-03,0,3.9,54.6,13.1,,,
854,2014-05-04,0.2,3.8,57.8,12.3,,,
855,2014-05-05,0,5.1,56.5,11.3,,,
856,2014-05-06,0,3.4,45.9,13.1,,,
857,2014-05-07,2,3.8,48.3,15.7,,,
858,2014-05-08,4,4.2,83.9,14.5,,,
859,2014-05-09,0,2,60.8,16.8,,,
860,2014-05-10,0,2.1,43.4,20.5,,,
861,2014-05-11,23,3.4,54.4,18.9,,,
862,2014-05-12,10,5.2,79.1,16.4,,,
863,2014-05-13,0,4,69.9,19.2,,,
864,2014-05-14,0,3.5,59.1,19.6,,,
865,2014-05-15,0.3,4,66.9,18.2,,,
866,2014-05-16,0,2.9,50.3,19,,,
867,2014-05-17,0,2.3,48,20,,,
868,2014-05-18,0,2.4,50.1,20.3,,,
869,2014-05-19,0,2.3,55.1,20,,,
870,2014-05-20,0,2.2,45.4,21.5,,,
871,2014-05-21,0,3.7,65.3,20.1,,,
872,2014-05-22,0,2.5,63.4,20.9,,,
873,2014-05-23,0,2.9,68.4,22,,,
874,2014-05-24,0,2.3,68.8,21.3,,,
875,2014-05-25,21,2.4,78.9,20.5,,,
876,2014-05-26,1.5,4,67.4,19.4,,,
877,2014-05-27,0,4.2,49.5,22.8,,,
878,2014-05-28,0,2.5,60.8,24,,,
879,2014-05-29,0,2.8,54.6,23.2,,,
880,2014-05-30,0,2.1,42.5,24.8,,,
881,2014-05-31,0,2.6,50.3,26.2,,,
882,2014-06-01,0,1.9,58.1,24.7,1670.23,,
883,2014-06-02,2,2.2,73.5,22.6,,,
884,2014-06-03,33,3.5,95.3,18.7,,,
885,2014-06-04,0,4.3,61.5,22.8,,,
886,2014-06-05,0,2.9,58.8,22.9,,,
887,2014-06-06,0,2.4,58.9,24.4,,,
888,2014-06-07,0,2.4,65.1,23.5,,,
889,2014-06-08,0,3,75.3,21.4,,,
890,2014-06-09,0,2.3,70.8,22.9,,,
891,2014-06-10,5.5,2.1,72,23.6,,,
892,2014-06-11,19,1.9,87.1,20.5,,,
893,2014-06-12,0.1,2.8,73.9,21.2,,,
894,2014-06-13,0,2.9,79,21.3,,,
895,2014-06-14,0,3.3,71.6,22.5,,,
896,2014-06-15,0,3.3,69.9,23.2,,,
897,2014-06-16,0,2.5,66.4,23.9,,,
898,2014-06-17,3.5,1.9,71.8,24.5,,,
899,2014-06-18,0.1,3,71.3,24.4,,,
900,2014-06-19,0,3.5,79.3,22.5,,,
901,2014-06-20,1.5,1.6,76.5,24.2,,,
902,2014-06-21,8.5,2.7,80.9,23.1,,,
903,2014-06-22,0.4,1.8,74.4,23.7,,,
904,2014-06-23,24.5,1.4,91.4,21,,,
905,2014-06-24,0,2.4,74.6,22.9,,,
906,2014-06-25,0,2.3,74.1,23.8,,,
907,2014-06-26,0,2.4,68,24.4,,,
908,2014-06-27,0,2.8,74.8,24.1,,,
909,2014-06-28,0,3.8,71.6,23.8,,,
910,2014-06-29,0,2.1,70.3,24.1,,,
911,2014-06-30,0,2.7,68,25.3,,,
912,2014-07-01,0,2.1,67.8,26,1661.47,,
913,2014-07-02,20.5,2.5,77.3,25.7,,,
914,2014-07-03,2,2.8,85.5,22.6,,,
915,2014-07-04,0,2.4,62.1,26.8,,,
916,2014-07-05,0,2.1,70.4,25.7,,,
917,2014-07-06,0,2.1,65.8,25.7,,,
918,2014-07-07,0,2.3,61.4,27.1,,,
919,2014-07-08,0.2,1.9,73,25.9,,,
920,2014-07-09,0.5,2.2,78.3,27.6,,,
921,2014-07-10,0,2.9,57.9,28.9,,,
922,2014-07-11,0,4,63.4,27.1,,,
923,2014-07-12,0,3.2,74.3,25.3,,,
924,2014-07-13,0,3.3,73.4,25.4,,,
925,2014-07-14,0,3.3,70.8,26.4,,,
926,2014-07-15,0,2.4,69.4,26.8,,,
927,2014-07-16,0,2.7,68.4,26.6,,,
928,2014-07-17,0.2,3.1,75.9,25.9,,,
929,2014-07-18,1.5,2.6,80.5,26.1,,,
930,2014-07-19,0,2.4,79.8,27,,,
931,2014-07-20,0,2.6,75.8,27.9,,,
932,2014-07-21,0,3,73.9,27.3,,,
933,2014-07-22,16.5,4.4,83.9,25.9,,,
934,2014-07-23,55,3.2,90,23.6,,,
935,2014-07-24,48,2,92.8,21.9,,,
936,2014-07-25,59.5,2.9,81.9,27.5,,,
937,2014-07-26,2.5,6.4,86.1,22.6,,,
938,2014-07-27,0,1.9,75,25,,,
939,2014-07-28,0,1.9,71.6,26.6,,,
940,2014-07-29,0,2.5,68.4,26.5,,,
941,2014-07-30,0,2.2,70.6,28.6,,,
942,2014-07-31,1.5,2.1,75.9,28.6,,,
943,2014-08-01,0,2.6,63.4,30.2,1644.45,,
944,2014-08-02,0,3.9,55,31.4,,,
945,2014-08-03,13,4.2,87.6,26.5,,,
946,2014-08-04,6.5,2.1,93,26.4,,,
947,2014-08-05,0,3.2,87.5,26.6,,,
948,2014-08-06,10.5,2.2,92.4,24.4,,,
949,2014-08-07,0.2,1.5,91.1,24.7,,,
950,2014-08-08,0,3.8,62.3,26.1,,,
951,2014-08-09,0,4.6,48.4,26.5,,,
952,2014-08-10,42.5,2.6,79.4,23.4,,,
953,2014-08-11,0,2.2,78.4,23.7,,,
954,2014-08-12,0,2.7,77.8,25.8,,,
955,2014-08-13,0,2.1,75.3,24.2,,,
956,2014-08-14,0.5,2,78.6,22.3,,,
957,2014-08-15,0,1.7,72.9,24.9,,,
958,2014-08-16,0,1.8,73.9,26.1,,,
959,2014-08-17,3,1.9,81.1,24,,,
960,2014-08-18,11.5,3.1,90,22.3,,,
961,2014-08-19,4.5,1.5,96.6,22.3,,,
962,2014-08-20,0.5,1.1,86,24.8,,,
963,2014-08-21,46.5,2.4,96.5,23.1,,,
964,2014-08-22,15,3.1,83.4,24.7,,,
965,2014-08-23,0.5,2.7,79.5,25.2,,,
966,2014-08-24,0.1,1.3,75.5,25.6,,,
967,2014-08-25,0,3,71.8,25.9,,,
968,2014-08-26,11.5,2.5,71.4,25.4,,,
969,2014-08-27,0,2.8,66.8,24.6,,,
970,2014-08-28,0,2.2,65.3,25.1,,,
971,2014-08-29,6.5,1.8,71.9,25.2,,,
972,2014-08-30,0,1.9,71.6,24.6,,,
973,2014-08-31,0,1.4,68.6,24.1,,,
974,2014-09-01,1.5,1.5,72.5,24.1,1618.07,,
975,2014-09-02,6,2.5,73.6,23.1,,,
976,2014-09-03,57.5,3.4,99.8,19.1,,,
977,2014-09-04,0,2.5,79.4,22.4,,,
978,2014-09-05,0,2.1,76,23.8,,,
979,2014-09-06,0,1.8,66.9,25.2,,,
980,2014-09-07,0,1.6,72.1,25.3,,,
981,2014-09-08,0,2.5,75,24.8,,,
982,2014-09-09,0,2.1,66.5,23.3,,,
983,2014-09-10,0,1.5,60.6,22.4,,,
984,2014-09-11,0,1.8,61.1,23.3,,,
985,2014-09-12,0.1,2.1,74.9,21.3,,,
986,2014-09-13,0,2.3,60.9,23.1,,,
987,2014-09-14,0,2.3,60.6,23,,,
988,2014-09-15,0,2.2,64.9,23.1,,,
989,2014-09-16,0,2.1,43.8,21.3,,,
990,2014-09-17,0,1.5,52.3,20.2,,,
991,2014-09-18,0,2,56.5,20.6,,,
992,2014-09-19,0,1.7,55,21.4,,,
993,2014-09-20,0,2,52.5,21.6,,,
994,2014-09-21,0,1.4,61.6,20.2,,,
995,2014-09-22,0,2,57.5,21.4,,,
996,2014-09-23,0,2.5,52.1,23,,,
997,2014-09-24,6.5,2.6,77.9,20.3,,,
998,2014-09-25,0,1.7,66.9,22.2,,,
999,2014-09-26,0,2.6,78.1,21,,,
1000,2014-09-27,0,2.6,79,21.4,,,
1001,2014-09-28,0.5,1.1,85.5,21.7,,,
1002,2014-09-29,16,1.3,99,19.4,,,
1003,2014-09-30,0,3.1,72.5,18.9,,,
1004,2014-10-01,0,2.6,68.6,19.2,1584.95,,
1005,2014-10-02,9,2.2,89,18.1,,,
1006,2014-10-03,0,2.9,74.3,16.1,,,
1007,2014-10-04,0,3.4,62,16.9,,,
1008,2014-10-05,0,3.1,53.1,17.1,,,
1009,2014-10-06,0,1.7,57,16.6,,,
1010,2014-10-07,0,2.4,64.8,16.1,,,
1011,2014-10-08,0,1.5,61.5,16.7,,,
1012,2014-10-09,0,2,60.4,18.6,,,
1013,2014-10-10,0,3.6,63.3,19,,,
1014,2014-10-11,0,3.1,57.4,19.4,,,
1015,2014-10-12,0,1.9,48.5,21.2,,,
1016,2014-10-13,0,4.7,51.9,17.4,,,
1017,2014-10-14,0,2.2,51.8,13.8,,,
1018,2014-10-15,0,2.4,60.4,13.8,,,
1019,2014-10-16,2.5,3.1,53.8,13.2,,,
1020,2014-10-17,0,1.9,53.8,13.6,,,
1021,2014-10-18,0,1.7,68.9,15.5,,,
1022,2014-10-19,0,1.7,61,17,,,
1023,2014-10-20,21.5,2.6,97.8,14.4,,,
1024,2014-10-21,18.5,3.4,92.8,13.8,,,
1025,2014-10-22,0,3,69,13.6,,,
1026,2014-10-23,0,2.1,67.8,13.8,,,
1027,2014-10-24,0,1.8,78,15.1,,,
1028,2014-10-25,0,1.9,81.1,16.5,,,
1029,2014-10-26,0.5,2.8,76.9,16,,,
1030,2014-10-27,0,3,35.3,10.7,,,
1031,2014-10-28,0,1.4,43.4,10.2,,,
1032,2014-10-29,0,1.7,46.4,12.1,,,
1033,2014-10-30,0,1.5,45.8,14.2,,,
1034,2014-10-31,0.2,2.4,62.1,15,,,
1035,2014-11-01,0,2.2,63.4,17.3,1534.25,,
1036,2014-11-02,2.5,4.8,50.5,12,,,
1037,2014-11-03,0,3.1,40.9,9.3,,,
1038,2014-11-04,0,1.9,60.5,11.3,,,
1039,2014-11-05,0,1.9,65.6,12.4,,,
1040,2014-11-06,0.5,2.1,61,13.5,,,
1041,2014-11-07,0,1.9,52.5,9.8,,,
1042,2014-11-08,0,1.4,61.9,9.9,,,
1043,2014-11-09,0,2.3,46.3,10,,,
1044,2014-11-10,0,1.7,49.9,9.4,,,
1045,2014-11-11,2,1.9,67.4,9.4,,,
1046,2014-11-12,5,5.4,50.6,6,,,
1047,2014-11-13,0,3.7,38.5,-0.2,,,
1048,2014-11-14,0,2.2,54,4.2,,,
1049,2014-11-15,0,2.1,38.3,4.1,,,
1050,2014-11-16,1,1.6,42.6,6.6,,,
1051,2014-11-17,1.5,2.3,75.5,6.2,,,
1052,2014-11-18,0,2.2,53.4,5,,,
1053,2014-11-19,0,1.6,55.4,5.6,,,
1054,2014-11-20,0,1.8,61.9,7.9,,,
1055,2014-11-21,0,2.8,62.5,11.3,,,
1056,2014-11-22,4,1.9,90.9,11,,,
1057,2014-11-23,0,2,80,9,,,
1058,2014-11-24,0,1.3,59.8,9.8,,,
1059,2014-11-25,0,4.2,56,10.2,,,
1060,2014-11-26,0,2.8,58.8,11,,,
1061,2014-11-27,0,1.9,69.9,10.4,,,
