,Date,Rain,Wind,Sup,Temp,Oil,sobimul,nongmul
1062,2014-11-28,18,3.7,88,8.8,,,
1063,2014-11-29,0,2.1,83.9,8.3,,,
1064,2014-11-30,7,3.2,88.1,9.1,,,
1065,2014-12-01,0.5,6.1,58.8,-1.1,1461.04,,
1066,2014-12-02,0,4.6,42.3,-5.4,,,
1067,2014-12-03,0.9,1.9,70.6,-3.3,,,
1068,2014-12-04,0,2.7,43,-4.6,,,
1069,2014-12-05,0,3.6,45.5,-6.6,,,
1070,2014-12-06,0,2.8,47.5,-5.6,,,
1071,2014-12-07,0,1.6,43.9,-3.4,,,
1072,2014-12-08,0,2.6,48.4,-1.6,,,
1073,2014-12-09,0,1.5,44.1,-2.4,,,
1074,2014-12-10,2,1.9,58.8,1.6,,,
1075,2014-12-11,0.5,3.4,64.8,-1.5,,,
1076,2014-12-12,0.1,2,70.4,-3.8,,,
1077,2014-12-13,0,3.2,45.8,-5.2,,,
1078,2014-12-14,0,1.5,60.5,-3.6,,,
1079,2014-12-15,10.5,2.8,90.6,-0.1,,,
1080,2014-12-16,0,4.9,58.9,-4.9,,,
1081,2014-12-17,0,4.9,41,-9,,,
1082,2014-12-18,0,2.3,39.9,-8.3,,,
1083,2014-12-19,0.9,3.4,54.5,-3.8,,,
1084,2014-12-20,2,3.8,66,-1.7,,,
1085,2014-12-21,0,2.2,58.5,-6.4,,,
1086,2014-12-22,0.3,2.2,64.6,-4.7,,,
1087,2014-12-23,0,2.6,67.1,-1.3,,,
1088,2014-12-24,0.2,2.8,66.8,1.7,,,
1089,2014-12-25,0,2.5,52,-2.6,,,
1090,2014-12-26,0,1.9,45.6,-3.2,,,
1091,2014-12-27,0,1.7,46.8,-1.8,,,
1092,2014-12-28,0,2.2,64.1,-0.8,,,
1093,2014-12-29,0,2.3,73.1,2.9,,,
1094,2014-12-30,0,2.6,62.8,1.9,,,
1095,2014-12-31,0,3.8,47.4,-1.9,,,
1096,2015-01-01,0,4.6,41.4,-7.7,1330.47,"1.3	",-2.7
1097,2015-01-02,0,3.2,45.9,-6,,,
1098,2015-01-03,0,1.9,56.1,-2.7,,,
1099,2015-01-04,0,2,70.1,2.5,,,
1100,2015-01-05,0.4,2.4,73.1,3.7,,,
1101,2015-01-06,3,4.3,52.4,-3.2,,,
1102,2015-01-07,0,2.5,33.1,-5.5,,,
1103,2015-01-08,0,2.2,45.8,-5.1,,,
1104,2015-01-09,0,2,58.3,-2.1,,,
1105,2015-01-10,0,2.3,56.5,-0.3,,,
1106,2015-01-11,0,3.6,57.8,-0.4,,,
1107,2015-01-12,0,1.8,37.8,-2.7,,,
1108,2015-01-13,0,1.8,39.6,0.2,,,
1109,2015-01-14,0,1.5,41.1,2.5,,,
1110,2015-01-15,0,2.1,53.6,2.8,,,
1111,2015-01-16,0.3,4,73,0.8,,,
1112,2015-01-17,0,3.8,46,-4.1,,,
1113,2015-01-18,4,2.3,68.4,-1.3,,,
1114,2015-01-19,0.1,3.2,68.1,-0.1,,,
1115,2015-01-20,0,1.9,55.8,-0.9,,,
1116,2015-01-21,0,2,58.3,2.6,,,
1117,2015-01-22,0,1.5,60.6,3.1,,,
1118,2015-01-23,0,2.6,66.4,1.2,,,
1119,2015-01-24,0,1.8,62.9,3.7,,,
1120,2015-01-25,3,3.5,78.4,3,,,
1121,2015-01-26,0.5,2.6,87.5,3.6,,,
1122,2015-01-27,0,3.7,55.4,-3.6,,,
1123,2015-01-28,0,2.3,49.3,-4.1,,,
1124,2015-01-29,0,2.3,56.4,-1.1,,,
1125,2015-01-30,0,3.8,51.8,-3.3,,,
1126,2015-01-31,0,2.6,46.4,-4.5,,,
1127,2015-02-01,0,1.9,44.9,-3,1277.12,,
1128,2015-02-02,0,1.5,47.3,-0.6,,,
1129,2015-02-03,0,2.1,54.5,0.6,,,
1130,2015-02-04,0,2,64.5,0.4,,,
1131,2015-02-05,0,3,57.1,-0.1,,,
1132,2015-02-06,0,2.2,57.3,0.4,,,
1133,2015-02-07,0,2.6,65.3,1.2,,,
1134,2015-02-08,0,5.3,34.1,-9.8,,,
1135,2015-02-09,0.2,3.1,54.6,-5.7,,,
1136,2015-02-10,0,2.8,69,1.7,,,
1137,2015-02-11,0,2.5,60.3,2.7,,,
1138,2015-02-12,0,4.2,36.8,-2.2,,,
1139,2015-02-13,0,3.1,46.4,-1.6,,,
1140,2015-02-14,0,2.2,72.9,2,,,
1141,2015-02-15,0,2.9,61.6,7.9,,,
1142,2015-02-16,10.5,3.5,91.9,5,,,
1143,2015-02-17,0.5,3.5,78.5,1.9,,,
1144,2015-02-18,0,2.5,72,0.8,,,
1145,2015-02-19,0,1.6,67.1,2.2,,,
1146,2015-02-20,0,2,55.3,5.2,,,
1147,2015-02-21,8,3.4,79,5.7,,,
1148,2015-02-22,2.5,4.1,78,3.5,,,
1149,2015-02-23,0,3,60.4,0.9,,,
1150,2015-02-24,0,2.3,60,2.1,,,
1151,2015-02-25,0.5,2.9,48.6,5.4,,,
1152,2015-02-26,0.5,4.9,56.9,1.2,,,
1153,2015-02-27,0,3.2,35.6,-1.3,,,
1154,2015-02-28,0,2,40.5,2.7,,,
1155,2015-03-01,0,3.7,56.8,2.4,1326.82,,
1156,2015-03-02,0,2.8,43.5,3.9,,,
1157,2015-03-03,5.5,3.4,69.5,2.8,,,
1158,2015-03-04,0,5.3,43.4,-2.1,,,
1159,2015-03-05,0,1.9,41.1,-0.3,,,
1160,2015-03-06,0,2.3,37.8,2.9,,,
1161,2015-03-07,0,2.3,45.5,4.2,,,
1162,2015-03-08,0,1.8,42.5,7.7,,,
1163,2015-03-09,0,5.4,43.4,2.2,,,
1164,2015-03-10,0,5.9,30.6,-3.4,,,
1165,2015-03-11,0,4.5,45.1,0.4,,,
1166,2015-03-12,0,4,41,2.1,,,
1167,2015-03-13,0.1,3,45.4,5.6,,,
1168,2015-03-14,0,2.3,31.4,4.3,,,
1169,2015-03-15,0,2.2,42,5.5,,,
1170,2015-03-16,0,2,44.4,9.8,,,
1171,2015-03-17,0,1.8,51.9,10.7,,,
1172,2015-03-18,1.5,4,61.5,10.7,,,
1173,2015-03-19,0,2.5,50.9,12.4,,,
1174,2015-03-20,0,2.5,32.5,13.4,,,
1175,2015-03-21,0,2.7,31,11.7,,,
1176,2015-03-22,0,4.2,33.3,8.3,,,
1177,2015-03-23,0,4.2,24.3,4.6,,,
1178,2015-03-24,0,2.6,32.8,5.4,,,
1179,2015-03-25,0,2.5,45.9,6.5,,,
1180,2015-03-26,0,3.1,47.5,7.9,,,
1181,2015-03-27,0,2.6,50.5,9.1,,,
1182,2015-03-28,0,2.8,35,9.7,,,
1183,2015-03-29,0,2.5,61.9,10.5,,,
1184,2015-03-30,0,2.6,57.4,13.2,,,
1185,2015-03-31,2.5,2.2,80.6,12.9,,,
1186,2015-04-01,2.5,4.1,67.9,12.9,1320.18,,
1187,2015-04-02,28,5,70.5,14.8,,,
1188,2015-04-03,3.5,2.8,83.4,10.6,,,
1189,2015-04-04,0,4.3,48,13.5,,,
1190,2015-04-05,0.5,2.5,75.1,10.5,,,
1191,2015-04-06,0,2.7,55.8,10.3,,,
1192,2015-04-07,0,2.6,59.5,8.4,,,
1193,2015-04-08,0,2.9,52.5,8.3,,,
1194,2015-04-09,0,2.3,43,9.6,,,
1195,2015-04-10,0,2.8,40.5,11.6,,,
1196,2015-04-11,0,2.5,39.3,13.5,,,
1197,2015-04-12,0,2.9,30.6,14.9,,,
1198,2015-04-13,6.5,5.9,53.9,12,,,
1199,2015-04-14,10.5,2.7,89.9,6.9,,,
1200,2015-04-15,1,2.9,72,11.1,,,
1201,2015-04-16,7,3.6,69.5,9.9,,,
1202,2015-04-17,0,3.7,45.4,10.5,,,
1203,2015-04-18,0,1.9,31.9,15.2,,,
1204,2015-04-19,12,3.7,74.8,14.5,,,
1205,2015-04-20,5.5,3.2,75.3,12.2,,,
1206,2015-04-21,0,2.9,46,14,,,
1207,2015-04-22,0,3,47,14.2,,,
1208,2015-04-23,0,3.5,41.1,14.5,,,
1209,2015-04-24,0,3.2,38.3,15.7,,,
1210,2015-04-25,0,2.7,31.3,15.9,,,
1211,2015-04-26,0,3.3,37.6,17.3,,,
1212,2015-04-27,0,2.8,39.3,18.5,,,
1213,2015-04-28,0,2.1,38.6,20.3,,,
1214,2015-04-29,3.5,2.9,77,17,,,
1215,2015-04-30,0,2.2,56.6,21.2,,,
1216,2015-05-01,0,2.5,58.8,21,1343.53,,
1217,2015-05-02,0.5,2.1,64.4,20.7,,,
1218,2015-05-03,3.5,2.1,90.4,18.3,,,
1219,2015-05-04,0,4.2,45.9,16.1,,,
1220,2015-05-05,0,3.4,37.9,14.2,,,
1221,2015-05-06,0,2.4,36.3,15.4,,,
1222,2015-05-07,0,2.6,35.6,16.5,,,
1223,2015-05-08,0,2.5,64.3,16.7,,,
1224,2015-05-09,0,3,55,17.6,,,
1225,2015-05-10,0,2.3,39.6,19.1,,,
1226,2015-05-11,14,3,62.1,18.4,,,
1227,2015-05-12,9.5,6.4,75.9,13.3,,,
1228,2015-05-13,0,5.3,56.9,17.4,,,
1229,2015-05-14,0,3.3,63.8,20.4,,,
1230,2015-05-15,0,2.7,71,19.1,,,
1231,2015-05-16,0,3,41.3,18,,,
1232,2015-05-17,0,2.2,40.4,18.6,,,
1233,2015-05-18,0,3.2,53.9,17.7,,,
1234,2015-05-19,1,3.6,88.9,14.8,,,
1235,2015-05-20,0,3.1,60,16.3,,,
1236,2015-05-21,0,3.7,50.1,18.7,,,
1237,2015-05-22,0,2.9,45.3,20,,,
1238,2015-05-23,0,2.5,38.5,20.6,,,
1239,2015-05-24,0,2.4,37.3,21,,,
1240,2015-05-25,0,2.7,53.1,20.8,,,
1241,2015-05-26,0,2.7,48.9,21.5,,,
1242,2015-05-27,0,2,32.9,23.2,,,
1243,2015-05-28,0,2.2,27.1,24.3,,,
1244,2015-05-29,0,2.5,36.8,23.8,,,
1245,2015-05-30,0.4,2.9,71,19.8,,,
1246,2015-05-31,0,2.2,52.8,22.1,,,
1247,2015-06-01,0,2.6,44.6,21.7,1368.8,,
1248,2015-06-02,0,2.7,46.9,23.1,,,
1249,2015-06-03,0,3.8,33.3,23.3,,,
1250,2015-06-04,0,2.6,28.9,24.2,,,
1251,2015-06-05,1,1.7,58.8,19.1,,,
1252,2015-06-06,0,2.3,50.4,22.4,,,
1253,2015-06-07,0,2.3,46.8,23.4,,,
1254,2015-06-08,0,2.3,54.9,22.4,,,
1255,2015-06-09,0,2.9,66.3,22.2,,,
1256,2015-06-10,0,2.2,54.3,25.3,,,
1257,2015-06-11,7.5,2.8,59.6,24.6,,,
1258,2015-06-12,0.5,3.8,63.1,23.6,,,
1259,2015-06-13,0.5,3.2,61.9,24.7,,,
1260,2015-06-14,15.5,2.7,70.3,22.8,,,
1261,2015-06-15,0,2.2,65.6,24.2,,,
1262,2015-06-16,0,2.4,65.9,25,,,
1263,2015-06-17,9.5,2.6,72.8,23.4,,,
1264,2015-06-18,3,2.7,59.4,24.8,,,
1265,2015-06-19,0,2.9,57.8,24.5,,,
1266,2015-06-20,44.5,1.8,91,19.6,,,
1267,2015-06-21,0,2,69.1,22.4,,,
1268,2015-06-22,0,2.4,60.4,24,,,
1269,2015-06-23,0,2.3,64.1,24.7,,,
1270,2015-06-24,0,2.5,58.3,25.7,,,
1271,2015-06-25,2,2.1,65.1,24.8,,,
1272,2015-06-26,12.5,3.3,75.8,21,,,
1273,2015-06-27,0,2.2,55.3,25.2,,,
1274,2015-06-28,0,2.6,61.8,25.4,,,
1275,2015-06-29,0,2.8,61.8,25.7,,,
1276,2015-06-30,2.5,1.7,70,24.4,,,
1277,2015-07-01,0.5,3.8,66.3,23.7,1354.65,,
1278,2015-07-02,0,4,64.5,23.7,,,
1279,2015-07-03,0,3,62.6,23.3,,,
1280,2015-07-04,0,2.2,55.8,24.1,,,
1281,2015-07-05,0,2.3,57.4,24.2,,,
1282,2015-07-06,0,2.2,54.3,25.3,,,
1283,2015-07-07,0,2,52.1,25.6,,,
1284,2015-07-08,0.5,4,69.8,23.4,,,
1285,2015-07-09,0,2.9,61.3,26.5,,,
1286,2015-07-10,0,1.9,60.9,29.2,,,
1287,2015-07-11,0,2.1,60.3,30.4,,,
1288,2015-07-12,29,4,94.1,24.8,,,
1289,2015-07-13,10,5.2,90.8,23.1,,,
1290,2015-07-14,0,3.5,72.4,26.1,,,
1291,2015-07-15,0,2.9,58.8,27.9,,,
1292,2015-07-16,0,5,51.3,24.7,,,
1293,2015-07-17,0,3.6,49.8,23.6,,,
1294,2015-07-18,0.5,2.2,63.5,24.3,,,
1295,2015-07-19,5,1.8,77.4,25.1,,,
1296,2015-07-20,0,2.4,71.4,27.5,,,
1297,2015-07-21,11,1.6,81.6,27,,,
1298,2015-07-22,1,1.8,76.9,27.7,,,
1299,2015-07-23,16,2.1,81,26.9,,,
1300,2015-07-24,26.5,2,96.9,24.7,,,
1301,2015-07-25,80,3.2,95.1,25,,,
1302,2015-07-26,40.5,2.6,85.5,26,,,
1303,2015-07-27,1.5,2.3,86,26.2,,,
1304,2015-07-28,0,2.7,74.4,27.7,,,
1305,2015-07-29,4,2.6,82.9,26.7,,,
1306,2015-07-30,0,3.5,76.4,28.6,,,
1307,2015-07-31,0,2.7,74.3,27.9,,,
1308,2015-08-01,0,3.1,72.8,28.2,1307.77,,
1309,2015-08-02,16.5,2.7,84.3,26.5,,,
1310,2015-08-03,0,3.8,71.5,27.9,,,
1311,2015-08-04,0,4.5,73.3,27.5,,,
1312,2015-08-05,0.1,3.7,67,28.6,,,
1313,2015-08-06,0,2,64.5,29.3,,,
1314,2015-08-07,11,1.4,71.3,28.9,,,
1315,2015-08-08,7.5,2.1,79.1,26.6,,,
1316,2015-08-09,0,2.1,74.4,26.7,,,
1317,2015-08-10,0,2.3,72.1,27,,,
1318,2015-08-11,0,2.1,73.6,26.8,,,
1319,2015-08-12,0,2,67.5,27.3,,,
1320,2015-08-13,0,1.9,68.6,26.5,,,
1321,2015-08-14,0,2.4,66.4,26.9,,,
1322,2015-08-15,0.1,1.9,70.4,27.1,,,
1323,2015-08-16,29,2,74.9,25.8,,,
1324,2015-08-17,0,2.2,61.5,26.6,,,
1325,2015-08-18,0,2.5,59.9,27.9,,,
1326,2015-08-19,0,1.8,70.3,26.8,,,
1327,2015-08-20,0.4,1.7,75.5,25.4,,,
1328,2015-08-21,2.5,2,78.3,25.2,,,
1329,2015-08-22,0,2.5,69.8,25.5,,,
1330,2015-08-23,0,1.7,65.5,26.3,,,
1331,2015-08-24,0,3.8,60.6,26.3,,,
1332,2015-08-25,5.5,3.2,76.4,21.7,,,
1333,2015-08-26,0,2.9,68.4,21.9,,,
1334,2015-08-27,0,3.1,61.1,24.7,,,
1335,2015-08-28,0.3,1.7,69.4,23.2,,,
1336,2015-08-29,0,1.7,65.8,24.4,,,
1337,2015-08-30,0,1.6,65.9,24.9,,,
1338,2015-08-31,0,1.9,62.9,25.9,,,
1339,2015-09-01,0,3.4,59.4,25.9,1263.79,,
1340,2015-09-02,0.5,2.1,72.8,23.9,,,
1341,2015-09-03,18,2.3,75.1,23.9,,,
1342,2015-09-04,0,2.2,68.5,24.8,,,
1343,2015-09-05,5,2.1,79.8,21.9,,,
1344,2015-09-06,0,3.7,60.4,22.2,,,
1345,2015-09-07,0,2.4,52.9,22.6,,,
1346,2015-09-08,0,3.2,43.6,22.7,,,
1347,2015-09-09,0,2.9,42.9,22.4,,,
1348,2015-09-10,0,2.4,62.3,22.4,,,
1349,2015-09-11,2.5,2.1,76.4,21,,,
1350,2015-09-12,0,1.9,60.4,19.2,,,
1351,2015-09-13,0,2.6,54.1,20.2,,,
1352,2015-09-14,0,1.6,61.1,22.1,,,
1353,2015-09-15,0,2.2,48.5,22.8,,,
1354,2015-09-16,0,2.5,45.5,21.6,,,
1355,2015-09-17,0,3.1,46.4,21.4,,,
1356,2015-09-18,0,2.4,52.1,21.9,,,
1357,2015-09-19,0,2.4,58.3,22.3,,,
1358,2015-09-20,0,2,69,22.1,,,
1359,2015-09-21,0,1.5,62.1,22.6,,,
1360,2015-09-22,0,1.8,48.4,23.9,,,
1361,2015-09-23,0,1.7,57.9,22,,,
1362,2015-09-24,0,1.9,56.4,23.4,,,
1363,2015-09-25,0,2.5,56.5,23.4,,,
1364,2015-09-26,0,1.8,54.5,22.4,,,
1365,2015-09-27,0,1.9,39.4,21.9,,,
1366,2015-09-28,0,1.6,39.6,21.4,,,
1367,2015-09-29,0,2.3,36.6,22.1,,,
1368,2015-09-30,0,2.6,45.3,21.3,,,
1369,2015-10-01,35,3.6,77.5,16.3,1251.92,,
1370,2015-10-02,0,3.7,53.5,16.5,,,
1371,2015-10-03,0,3.8,49.4,19.2,,,
1372,2015-10-04,0,1.8,38.9,16.6,,,
1373,2015-10-05,0,1.9,49.4,18,,,
1374,2015-10-06,0,1.9,57.5,18.7,,,
1375,2015-10-07,0,1.4,67.5,19.6,,,
1376,2015-10-08,0,2.3,61.1,20.1,,,
1377,2015-10-09,0,3.7,43.8,16.2,,,
1378,2015-10-10,3.5,2.2,70.9,12.8,,,
1379,2015-10-11,3.5,2.4,72.6,10.8,,,
1380,2015-10-12,0,2.7,56.5,12.3,,,
1381,2015-10-13,0,2.5,66.4,15,,,
1382,2015-10-14,0,1.6,64.6,17.1,,,
1383,2015-10-15,0,1.8,62.1,17.9,,,
1384,2015-10-16,0,1.8,71,17.5,,,
1385,2015-10-17,0,1.7,64.8,18.7,,,
1386,2015-10-18,0,1.3,65.1,17.9,,,
1387,2015-10-19,0,2,67.4,18.1,,,
1388,2015-10-20,0,1.6,69.5,18.8,,,
1389,2015-10-21,0,1.6,72.5,17.9,,,
1390,2015-10-22,0,2.2,64.8,17.5,,,
1391,2015-10-23,0,2.4,69.1,17.5,,,
1392,2015-10-24,10.5,2.5,64.4,16.9,,,
1393,2015-10-25,0,2.1,51,16.3,,,
1394,2015-10-26,2,2.4,66.8,15,,,
1395,2015-10-27,26.5,3.2,69.3,12.1,,,
1396,2015-10-28,0,2.5,49,9.9,,,
1397,2015-10-29,0.5,2.4,50.4,8.4,,,
1398,2015-10-30,0,2.6,41.8,5.4,,,
1399,2015-10-31,0,2.1,42.5,5.7,,,
1400,2015-11-01,0,1.6,48.4,7,1234.95,,
1401,2015-11-02,0,1.6,60.5,10.8,,,
1402,2015-11-03,0,1.4,67.6,11.8,,,
1403,2015-11-04,0,1.6,62,12.2,,,
1404,2015-11-05,0,1.7,63.9,13.2,,,
1405,2015-11-06,4.5,4.7,63.9,13.5,,,
1406,2015-11-07,24.5,6,91.5,10.5,,,
1407,2015-11-08,10.5,5.2,90.6,11.1,,,
1408,2015-11-09,3.5,2.1,87.6,10.8,,,
1409,2015-11-10,0,1.8,80,10,,,
1410,2015-11-11,0,1.6,72.4,11.6,,,
1411,2015-11-12,0,2.8,63.5,14.5,,,
1412,2015-11-13,22.5,4,83.8,11.5,,,
1413,2015-11-14,3.5,1.4,97.3,12.8,,,
1414,2015-11-15,0,1.8,84.5,13.4,,,
1415,2015-11-16,5.5,2.8,85.1,12.2,,,
1416,2015-11-17,0,1.8,69.6,13.9,,,
1417,2015-11-18,5.5,5.1,70.6,10.4,,,
1418,2015-11-19,0,2.6,72.8,8.9,,,
1419,2015-11-20,0,1.5,72.6,9.8,,,
1420,2015-11-21,0,1.8,55.9,9.2,,,
1421,2015-11-22,3.5,2.4,66.5,10.2,,,
1422,2015-11-23,6.5,3.3,80.9,8.5,,,
1423,2015-11-24,0.5,3.1,69.5,5.6,,,
1424,2015-11-25,11,2.7,86.8,2.4,,,
1425,2015-11-26,0,3.7,63.8,-2.7,,,
1426,2015-11-27,0,2.6,59.1,-2.8,,,
1427,2015-11-28,0.1,2.1,70.8,0.1,,,
1428,2015-11-29,3,3.3,87.9,2.5,,,
1429,2015-11-30,0,2,69.1,4.1,,,
1430,2015-12-01,0,1.9,57.8,4,1211.03,,
1431,2015-12-02,13.5,3.2,71.4,6,,,
1432,2015-12-03,7.1,4.1,79.3,-0.7,,,
1433,2015-12-04,0,2.8,63.9,-0.4,,,
1434,2015-12-05,0,3.1,51.4,3.4,,,
1435,2015-12-06,0,1.2,46.4,1.3,,,
1436,2015-12-07,0,1.8,51.1,1.9,,,
1437,2015-12-08,0,1.3,55.9,2.9,,,
1438,2015-12-09,0,2.3,57.4,5,,,
1439,2015-12-10,0.3,2.3,74.8,7.8,,,
1440,2015-12-11,0,3.4,56.5,6.4,,,
1441,2015-12-12,0,2.6,50.1,5.2,,,
1442,2015-12-13,0,1.4,50.5,5.2,,,
1443,2015-12-14,2.5,2.2,75.6,5,,,
1444,2015-12-15,0.1,2.8,69.8,4.7,,,
1445,2015-12-16,0,3.9,50.9,-1,,,
1446,2015-12-17,0,2.7,43.4,-4.6,,,
1447,2015-12-18,0,2.2,61.9,-3.3,,,
1448,2015-12-19,0,1.7,66.3,-0.1,,,
1449,2015-12-20,0,1.5,56.9,1.5,,,
1450,2015-12-21,2,2.5,76,2.2,,,
1451,2015-12-22,0,2.4,67.9,3.1,,,
1452,2015-12-23,0.4,2.1,59.6,5.9,,,
1453,2015-12-24,0,2.3,67.5,1.5,,,
1454,2015-12-25,0,2,46.3,-0.8,,,
1455,2015-12-26,0.7,2.4,73.3,0.9,,,
1456,2015-12-27,0,2.9,39,-5.7,,,
1457,2015-12-28,0,2.3,38.4,-5.7,,,
1458,2015-12-29,0,1.4,47.6,-3.2,,,
1459,2015-12-30,2.5,2.5,67.6,0.3,,,
1460,2015-12-31,0,1.5,81.3,0.7,,,
1461,2016-01-01,0,1.6,73,1.2,1157.33,0.7,2
1462,2016-01-02,0,2,76.9,5.7,,,
1463,2016-01-03,0,1.8,80.6,6.5,,,
1464,2016-01-04,0,3.1,54.4,2,,,
1465,2016-01-05,0,2.3,39.4,-2.7,,,
1466,2016-01-06,0,1.8,54.3,-1.7,,,
1467,2016-01-07,0,2.5,51.8,-3.4,,,
1468,2016-01-08,0,2,49.8,-3.3,,,
1469,2016-01-09,0,2.1,57.1,-2.1,,,
1470,2016-01-10,0,2.6,42.3,0.3,,,
1471,2016-01-11,0,2.8,38.3,-3.8,,,
1472,2016-01-12,0,2.5,46,-5.2,,,
1473,2016-01-13,0.4,2,63,-4.5,,,
1474,2016-01-14,0,1.7,52.1,-3.4,,,
1475,2016-01-15,0,1.8,52.3,-0.4,,,
1476,2016-01-16,0.1,2.9,68,-0.2,,,
1477,2016-01-17,0,2.4,64,1.7,,,
1478,2016-01-18,0.2,4.8,59.8,-6.3,,,
1479,2016-01-19,0,5.4,45.9,-12.8,,,
1480,2016-01-20,0,1.8,43.6,-10.5,,,
1481,2016-01-21,0,1.8,44.3,-7.1,,,
1482,2016-01-22,0,2.6,40.5,-7.6,,,
1483,2016-01-23,0,4,42,-11.5,,,
1484,2016-01-24,0,3.2,48.5,-14.4,,,
1485,2016-01-25,0,1.9,47.1,-9.4,,,
1486,2016-01-26,0.3,2.3,64.5,-3.3,,,
1487,2016-01-27,0,2,56.3,-1.1,,,
1488,2016-01-28,0,1.6,51.5,-0.5,,,
1489,2016-01-29,0,2.3,43.6,1.9,,,
1490,2016-01-30,0,2,59.5,0.6,,,
1491,2016-01-31,0,3.2,34,-3.9,,,
1492,2016-02-01,0,3,36,-6,1101.12,,
1493,2016-02-02,0,2.2,41.8,-5.3,,,
1494,2016-02-03,0,1.9,49.6,-2.4,,,
1495,2016-02-04,0,2.4,50.1,-0.7,,,
1496,2016-02-05,0,2.5,39.4,-2.2,,,
1497,2016-02-06,0,2.9,38.6,-3.1,,,
1498,2016-02-07,0,2,46.5,-2.9,,,
1499,2016-02-08,0,3.1,62.1,1.3,,,
1500,2016-02-09,0,3,52.5,0.3,,,
1501,2016-02-10,0,1.6,38.5,2.7,,,
1502,2016-02-11,0.1,3.5,29.3,8.1,,,
1503,2016-02-12,18,3.2,95.3,8.4,,,
1504,2016-02-13,21,3.3,95,11,,,
1505,2016-02-14,2.5,4.6,73.1,-2.6,,,
1506,2016-02-15,0,4,48.4,-5.8,,,
1507,2016-02-16,0.8,2.7,65.6,-2.7,,,
1508,2016-02-17,0,2.3,53.9,0,,,
1509,2016-02-18,0,3.2,66.4,3.5,,,
1510,2016-02-19,0,1.7,56.4,2.3,,,
1511,2016-02-20,0,2.9,37.1,1.3,,,
1512,2016-02-21,0,2.9,36.4,-0.6,,,
1513,2016-02-22,0,1.9,36.6,1.1,,,
1514,2016-02-23,0.9,3.2,56,0.7,,,
1515,2016-02-24,0,2.9,42,-3,,,
1516,2016-02-25,0,2.7,49.9,-0.2,,,
1517,2016-02-26,0,2.2,41.3,2.2,,,
1518,2016-02-27,0.2,2,57.6,3.3,,,
1519,2016-02-28,4.1,2.1,65.5,0.7,,,
1520,2016-02-29,0,4,48.6,-3.8,,,
1521,2016-03-01,0,2.5,47.3,-2.7,1103.15,,
1522,2016-03-02,0,2.9,67.9,3.1,,,
1523,2016-03-03,0,1.9,65.1,8.1,,,
1524,2016-03-04,0.1,2.7,55.3,13.2,,,
1525,2016-03-05,40,2.6,91.3,11.3,,,
1526,2016-03-06,0.2,2.8,51,7.9,,,
1527,2016-03-07,0,2,36.9,8.1,,,
1528,2016-03-08,0,3.1,40.4,2.7,,,
1529,2016-03-09,0,3.5,37.5,0.3,,,
1530,2016-03-10,0,3.2,37.8,-1.1,,,
1531,2016-03-11,0,2.6,43.8,-0.5,,,
1532,2016-03-12,0,2.5,55.6,2,,,
1533,2016-03-13,0.1,1.6,68.1,3.7,,,
1534,2016-03-14,0,2.6,57,4.7,,,
1535,2016-03-15,0,2.2,43.4,5.2,,,
1536,2016-03-16,0,2,45.1,7.5,,,
1537,2016-03-17,0,1.4,40.9,9.3,,,
1538,2016-03-18,0,2.4,50,13.4,,,
1539,2016-03-19,0,2.5,58.3,11.4,,,
1540,2016-03-20,0,2.2,54,10.6,,,
1541,2016-03-21,0,2.2,54.1,9.9,,,
1542,2016-03-22,0,2.5,58.1,8,,,
1543,2016-03-23,0,2.9,49.6,8.2,,,
1544,2016-03-24,0,2.4,36.5,7.2,,,
1545,2016-03-25,0,2.2,43.9,7.1,,,
1546,2016-03-26,0,2.2,54.5,6.5,,,
1547,2016-03-27,0,2.6,55.6,7.2,,,
1548,2016-03-28,0,2,47.8,9.8,,,
1549,2016-03-29,0.1,3.2,57.8,11.3,,,
1550,2016-03-30,0,2.2,49.9,11.5,,,
1551,2016-03-31,0,2.1,27,13.5,,,
1552,2016-04-01,0,2,26,15.3,1121.36,,
1553,2016-04-02,0,2.3,40.8,15,,,
1554,2016-04-03,2,1.7,75.1,10.7,,,
1555,2016-04-04,0,2.2,42.6,12.3,,,
1556,2016-04-05,0,2.5,45.1,11.4,,,
1557,2016-04-06,3,1.9,44.3,14.4,,,
1558,2016-04-07,7.5,3,69.5,14.1,,,
1559,2016-04-08,0,2.5,76.1,11.1,,,
1560,2016-04-09,0,1.8,83.9,10.7,,,
1561,2016-04-10,0,2.1,71.3,13.4,,,
1562,2016-04-11,0,2.4,43.8,12.5,,,
1563,2016-04-12,0,2.3,42.6,14.1,,,
1564,2016-04-13,1,1.7,67.5,15.6,,,
1565,2016-04-14,0,2.6,75.9,12.4,,,
1566,2016-04-15,0,2.6,46.4,15,,,
1567,2016-04-16,23.5,2.9,58.9,14.9,,,
1568,2016-04-17,20.5,4.7,66.8,10.8,,,
1569,2016-04-18,1.5,3.1,65.4,11.2,,,
1570,2016-04-19,0,2.2,55.1,12,,,
1571,2016-04-20,0.5,2.1,54,14.3,,,
1572,2016-04-21,17,2.8,87.6,13.5,,,
1573,2016-04-22,0,2.6,83.4,13.5,,,
1574,2016-04-23,0,2.1,52.1,13.5,,,
1575,2016-04-24,0,1.9,39.6,15.5,,,
